x Normal 1,y Normal 1,z Normal 1,i Normal 1,SEP, x Normal 4, y Normal 4, z Normal 4, i Normal 4,SEP, x Normal 3, y Normal 3, z Normal 3, i Normal 3
8,-36,37,56,,-6,15,8,140,,9,-49,44,368
-6,10,24,0,,10,-44,51,63,,-10,26,17,375
7,-26,28,0,,-11,23,7,0,,9,-35,32,368
10,-40,44,0,,12,-51,49,0,,-7,10,28,364
-7,19,15,0,,2,-11,38,0,,5,-20,24,319
12,-40,40,0,,-1,-3,17,0,,-4,-4,35,248
3,-16,34,0,,11,-48,43,0,,3,-6,19,182
0,-6,22,0,,-8,20,16,0,,10,-39,42,108
10,-36,38,0,,7,-37,36,0,,-9,17,19,31
-4,8,21,0,,6,-40,44,0,,11,-34,33,0
7,-25,33,0,,-6,24,9,0,,-8,7,26,0
9,-27,37,0,,1,-16,27,0,,-4,6,16,0
-6,6,20,,,-2,-10,35,0,,,,,
0,,,,,-1,0,11,0,,,,,
1,-10,29,0,,8,-42,42,0,,9,-33,38,0
14,-22,43,0,,-10,24,16,0,,2,-7,31,0
2,-14,27,0,,7,-34,36,0,,2,-7,31,0
2,-14,27,0,,6,-36,53,0,,-6,7,19,0
-4,1,20,0,,-8,21,6,0,,-6,7,19,0
-1,-8,33,30,,6,-24,26,40,,1,-14,25,0
0,-22,26,94,,-3,-2,37,102,,0,-16,26,0
-5,-9,20,133,,3,-11,20,149,,-4,8,25,0
15,-20,45,198,,0,-11,42,205,,0,-32,24,0
-1,2,20,270,,-2,-2,13,282,,10,-19,38,0
6,-38,24,336,,12,-48,44,341,,-6,2,22,0
2,-3,26,360,,-10,24,18,36,,7,-25,45,0
2,-20,27,374,,6,,,,,0,5,25,0
5,-11,33,376,,8,-39,36,375,,-8,5,16,0
-6,14,14,369,,-7,16,25,373,,12,-34,40,6
9,-39,41,362,,4,-24,25,367,,-8,7,16,69
-5,13,18,312,,-3,-1,35,346,,0,-20,29,117
6,-36,37,234,,0,-7,19,282,,8,-13,32,168
-5,12,21,174,,2,-14,42,214,,-2,-12,23,248
3,-32,32,91,,-10,27,14,144,,9,-24,35,313
-2,1,32,33,,9,-42,40,66,,-5,-1,20,356
-11,24,5,0,,-7,17,21,0,,11,-32,41,367
13,-53,50,0,,8,-32,31,0,,-6,10,14,376
3,-15,43,0,,11,-38,45,0,,9,-37,44,367
-3,0,13,0,,-9,19,14,0,,2,-5,30,366
11,-52,43,0,,12,-41,41,0,,0,-15,24,326
-7,20,19,0,,1,-10,30,0,,6,-15,37,256
6,-38,33,0,,1,-11,24,0,,-3,-1,18,186
8,-45,47,0,,5,-17,35,0,,6,-26,42,115
-8,28,11,0,,-7,13,18,0,,-8,6,15,43
8,-46,44,0,,8,-30,35,0,,5,-36,36,0
0,-16,38,0,,9,-24,36,0,,-1,5,22,0
-2,7,11,0,,-6,3,19,0,,-8,15,11,0
8,-41,40,0,,7,-24,32,0,,8,-40,49,0
-8,20,19,0,,0,-1,26,0,,0,-3,28,0
,,,,,-7,5,18,0,,0,-17,25,
,,,,,11,-28,41,0,,0,,,
-5,23,6,0,,-5,4,18,0,,9,-42,47,0
6,-42,54,0,,-2,-19,32,20,,-5,16,14,0
-7,5,28,0,,7,-12,31,85,,6,-32,40,0
4,-16,22,55,,-3,-13,24,134,,5,-27,44,0
-2,-11,40,111,,10,-19,38,194,,-8,16,11,0
0,-2,16,157,,-5,-5,17,2,,3,-22,25,0
9,-44,45,220,,72,,,,,-1,-3,38,0
-9,22,15,296,,11,-30,44,336,,-2,-3,17,0
11,-40,39,348,,-8,6,12,360,,7,-44,48,0
-8,16,20,365,,3,-28,31,373,,-9,27,12,0
7,-29,32,376,,5,-5,29,377,,-5,9,11,0
-5,8,28,373,,-4,-13,22,368,,6,-34,48,31
4,-19,23,368,,6,-20,40,357,,-8,22,5,96
11,-42,45,340,,-5,2,11,308,,6,-32,31,136
-13,28,10,266,,8,-40,42,232,,-5,7,31,185
12,-43,44,193,,-6,19,18,171,,3,-17,20,264
-9,25,16,122,,6,-37,37,91,,0,-13,40,325
8,-40,38,46,,-3,8,27,32,,-11,33,6,362
-8,15,21,0,,-12,23,4,0,,10,-49,46,370
8,-32,32,0,,13,-53,51,0,,-8,27,15,375
10,-37,44,0,,-9,32,10,0,,10,-36,35,368
-7,17,15,0,,-2,-5,17,0,,-8,11,26,357
4,-20,25,0,,6,-28,42,0,,5,-21,25,301
2,-10,31,0,,-6,10,12,0,,-5,-3,36,232
1,-11,25,0,,8,-43,38,0,,4,-6,19,168
10,-37,40,0,,-3,10,24,0,,10,-41,45,91
-4,12,18,0,,-7,26,10,0,,-9,18,17,19
8,-29,36,0,,8,-46,48,0,,11,-35,34,0
7,-24,34,0,,-10,28,9,0,,-6,9,25,0
-5,4,,,,0,-2,15,0,,-3,8,16,0
,21,0,,,3,-24,47,0,,10,-32,43,0
6,-21,32,0,,-9,27,14,0,,-4,0,28,0
1,-4,27,0,,7,-37,40,0,,6,-,,
-5,6,19,0,,5,-35,52,0,,21,26,0,
8,-27,38,0,,-9,22,5,0,,1,-8,32,0
3,-11,25,0,,6,-27,26,61,,-6,8,19,0
-1,-14,30,41,,-5,1,34,111,,3,-10,25,0
7,-16,32,97,,3,-14,24,160,,4,-14,34,0
-2,-9,25,142,,-1,-8,38,220,,-3,-5,20,0
8,-30,41,205,,0,-5,15,292,,10,-28,32,0
-2,1,16,276,,13,-48,45,345,,-4,5,25,0
7,-30,40,338,,-10,26,15,,,-5,0,19,0
0,0,22,357,,,367,,,,10,-24,40,0
-5,4,13,373,,8,-38,37,376,,-6,4,16,0
8,-34,46,375,,-7,18,22,373,,2,-27,33,0
-6,13,12,369,,7,-27,27,368,,3,-3,28,37
10,-39,46,362,,-4,4,33,346,,-8,6,16,98
-6,16,14,313,,1,-11,19,274,,12,-37,43,138
7,-39,42,236,,11,-45,45,204,,-7,11,16,204
-6,17,15,175,,-10,28,12,127,,12,-40,41,288
-6,13,6,98,,10,-42,42,49,,-3,10,18,341
10,-42,54,28,,-9,18,20,0,,7,-36,39,366
-9,21,2,0,,9,-35,33,0,,11,-31,42,376
5,-29,25,0,,-3,7,29,0,,-6,12,14,372
0,-4,38,0,,-6,19,15,0,,10,-38,44,367
-10,32,5,0,,12,-41,44,0,,-8,16,13,346
12,-56,47,0,,0,-8,31,0,,10,-43,47,268
-9,27,15,0,,3,-14,25,0,,-8,20,10,205
-5,9,9,0,,12,-39,41,0,,8,-41,44,129
7,-40,46,0,,-5,13,18,0,,-5,15,19,60
-4,12,26,0,,9,-30,38,0,,6,-35,35,0
4,-21,27,0,,8,-23,36,0,,9,-38,46,0
8,-46,46,0,,-5,3,20,0,,-9,17,12,0
-8,2,,,,8,-23,33,0,,,,,
7,11,0,,,-2,-2,27,0,,3,-22,30,0
8,-45,43,0,,5,-17,32,0,,2,-6,31,0
0,-25,46,0,,9,-26,40,0,,-8,17,12,0
-3,18,8,0,,-6,3,19,0,,8,-41,44,0
7,-34,37,0,,-2,-18,32,32,,-6,14,15,0
-9,10,27,0,,6,-12,30,93,,-4,4,15,0
-7,23,5,46,,-1,-13,25,145,,6,-29,44,0
9,-45,51,103,,9,-16,36,202,,-6,8,28,0
-9,26,9,142,,-4,-8,18,282,,3,-19,23,0
11,-43,46,211,,8,-36,41,339,,8,-40,45,0
-11,22,13,292,,-1,6,21,363,,-11,26,10,0
10,-41,40,349,,6,-28,33,374,,8,-43,47,0
-8,17,21,366,,2,-2,28,379,,4,-18,46,0
-6,12,10,376,,-1,,,,,-6,9,11,0
9,-31,46,374,,-16,22,372,,,8,-41,38,19
-10,20,11,369,,5,-16,40,360,,-9,18,22,90
10,-40,43,337,,-7,19,14,301,,7,-32,32,134
-11,25,12,260,,9,-42,44,225,,-5,8,32,177
12,-40,43,188,,-6,20,15,164,,-10,32,3,255
-10,23,16,112,,8,-41,38,84,,13,-54,51,322
9,-40,37,36,,-3,11,28,17,,-11,33,7,358
-7,16,21,0,,5,-31,25,0,,10,-50,46,369
-6,6,18,0,,14,-52,53,0,,-9,30,15,375
10,-32,42,0,,-11,32,8,0,,9,-39,35,367
-8,13,16,0,,-1,-10,18,0,,-8,14,24,360
4,-26,27,0,,6,-23,43,0,,6,-24,26,308
1,-6,28,0,,-5,8,12,0,,10,-44,49,234
-6,13,19,0,,8,-45,38,0,,-9,28,9,170
11,-36,40,0,,-4,14,23,0,,8,-42,46,97
-6,14,18,0,,-7,25,10,0,,-9,20,16,29
-4,-3,24,0,,8,-46,48,0,,12,-37,37,0
9,-23,33,0,,-10,28,8,0,,7,-28,43,0
-4,,,,,0,-5,15,0,,-5,9,16,0
4,23,0,,,1,-22,45,0,,8,-29,33,0
6,-23,32,0,,-10,28,13,0,,-4,0,24,0
9,-27,38,0,,8,-38,40,0,,-5,,,
-7,5,20,0,,-9,16,21,0,,8,15,0,
9,-29,36,0,,-10,22,5,19,,11,-34,41,0
5,-9,24,0,,11,-43,50,90,,-7,9,18,0
-1,-16,33,43,,-11,25,7,133,,1,-10,24,0
11,-29,40,100,,11,-46,48,195,,5,-14,32,0
-4,1,16,148,,-11,26,10,,,-6,7,21,0
8,-32,43,209,,,278,,,,11,-28,35,0
-2,3,16,280,,13,-46,43,341,,7,-20,37,0
7,-32,43,341,,-10,24,16,364,,-6,0,19,0
0,3,18,358,,9,-38,39,376,,9,-23,40,0
-5,2,13,374,,10,-31,46,374,,-1,3,22,0
9,-33,46,374,,-10,20,9,369,,3,-27,34,0
-7,13,11,368,,11,-42,47,345,,12,-31,42,41
10,-40,47,357,,-12,28,9,276,,-7,5,15,100
-7,19,8,309,,12,-46,47,202,,12,-37,44,146
-3,-4,14,235,,-10,29,13,126,,-7,11,15,212
6,-23,46,173,,9,-45,42,52,,11,-40,42,296
-5,6,10,97,,-8,20,18,0,,-2,9,18,341
9,-36,52,31,,10,-37,36,0,,-5,-1,18,367
-6,15,19,0,,10,-34,45,0,,11,-32,42,376
6,-36,32,0,,-7,16,15,0,,-7,11,14,372
-2,6,32,0,,12,-41,42,0,,11,-36,43,368
-9,31,2,0,,0,-4,26,0,,-7,16,13,345
12,-57,52,0,,2,-16,27,0,,10,-42,45,267
3,-15,41,0,,11,-40,41,0,,-8,20,12,204
-3,1,13,0,,-6,14,17,0,,8,-40,42,127
8,-50,41,0,,7,-32,37,0,,-5,13,21,58
-5,21,20,0,,7,-22,34,0,,-9,9,12,0
4,-28,31,0,,-5,3,20,0,,10,-40,45,0
7,-45,48,0,,6,-24,33,0,,-8,18,12,0
-8,29,8,0,,0,-1,25,0,,3,-19,29,0
0,-8,18,0,,-7,5,19,0,,2,-10,32,0
0,-19,43,0,,8,-27,38,0,,-9,17,,
-,,,,,2,-7,24,0,,14,0,,
7,29,10,0,,0,-18,32,28,,8,-41,41,0
6,-40,43,0,,6,-13,30,88,,-6,13,17,0
2,-35,52,0,,-4,2,16,128,,-4,8,16,0
-6,21,4,40,,9,-32,43,186,,7,-31,46,0
8,-44,53,101,,-4,4,14,255,,-5,5,28,0
-6,0,35,137,,8,-34,42,327,,3,-16,20,0
4,-12,21,202,,10,-27,43,358,,8,-42,45,0
-2,-11,40,280,,,,,,,-10,27,10,0
1,-3,13,338,,,,,,,9,-42,46,0
1,-22,45,361,,-5,3,13,373,,3,-21,46,0
-4,9,11,374,,9,-35,47,375,,-6,11,10,0
10,-32,35,373,,-7,14,11,368,,7,-40,36,31
-9,13,25,369,,11,-40,46,363,,-7,15,24,99
7,-25,26,356,,-7,18,11,315,,6,-30,32,141
-7,4,32,304,,8,-43,45,235,,-3,6,31,189
4,-15,22,226,,-6,20,14,177,,-11,31,4,269
-1,-5,36,163,,-6,10,7,99,,12,-52,49,331
0,-8,20,96,,11,-40,53,31,,-11,31,7,363
11,-38,38,18,,-9,20,3,0,,11,-48,45,374
-9,15,22,0,,5,-32,26,0,,-9,28,16,375
11,-34,34,0,,-1,0,36,0,,8,-38,34,368
9,-28,41,0,,-11,31,6,0,,-7,12,25,355
-7,8,17,0,,13,-56,48,0,,5,-22,26,295
7,-27,29,0,,-10,28,13,0,,-3,0,34,232
0,-2,29,0,,9,-47,39,0,,-10,29,9,162
-5,10,19,0,,6,-37,45,0,,9,-44,44,89
11,-33,38,0,,-7,25,10,0,,-9,21,16,20
-5,11,21,0,,5,-25,30,0,,11,-38,38,0
-2,-6,25,0,,-3,-3,33,0,,6,-29,43,0
8,-20,32,0,,-9,30,9,0,,-5,,,
,,,,,8,-47,48,0,,,11,15,0
,,,,,-9,29,12,0,,9,-30,31,0
-5,1,23,0,,-2,13,9,0,,-3,1,25,0
6,-24,32,0,,5,-33,53,0,,6,-23,31,0
-2,0,27,0,,-9,15,22,0,,11,-37,43,0
-6,5,20,0,,7,-28,27,57,,-7,13,16,0
4,-18,31,0,,-6,0,35,108,,2,-11,25,0
3,-8,26,0,,-10,25,7,157,,5,-13,34,0
0,-16,32,50,,12,-45,48,222,,-3,-6,21,0
12,-29,38,103,,-11,24,11,302,,10,-30,35,0
-4,3,18,151,,11,-43,43,351,,-5,7,21,0
10,-31,41,223,,-10,,,,,-5,0,20,0
-3,2,15,291,,22,16,368,,,9,-24,40,0
7,-33,43,348,,6,-28,25,367,,-2,5,19,0
0,3,17,361,,15,-35,53,362,,3,-29,36,0
-4,1,15,375,,-1,4,33,355,,2,-2,25,53
8,-32,44,373,,-1,4,33,327,,-7,6,14,106
-8,11,10,368,,-11,31,18,244,,12,-38,46,154
9,-41,49,355,,13,-41,47,176,,-7,11,13,226
3,-9,34,305,,-4,-7,19,113,,11,-41,44,308
-2,-11,18,225,,10,-43,40,34,,-3,11,17,352
5,-16,41,162,,-8,20,19,0,,8,-36,39,368
-5,-2,14,79,,11,-38,37,0,,11,-31,42,378
8,-30,47,14,,11,-32,44,0,,-7,12,13,370
-7,20,15,0,,-8,14,15,0,,10,-39,46,366
8,-43,39,0,,11,-39,40,0,,-8,17,12,329
-3,15,26,0,,0,-2,27,0,,10,-44,47,247
-9,25,3,0,,2,-19,28,0,,-8,22,11,186
12,-55,53,0,,12,-38,41,0,,7,-43,44,109
0,-5,36,0,,-7,16,17,0,,-6,15,20,39
0,-8,16,0,,8,-34,38,0,,7,-36,32,0
8,-53,45,0,,8,-20,32,0,,11,-43,48,0
-6,27,18,0,,-4,1,23,0,,-8,2,,
4,-36,33,0,,7,-26,34,0,,3,10,0,
6,-41,46,0,,-1,1,24,0,,2,-19,28,0
-6,28,7,0,,3,-21,34,0,,2,-12,33,0
3,-16,22,0,,8,-27,36,0,,0,-7,20,0
-2,-10,4,,,-6,2,20,0,,9,-43,43,0
0,0,,,,0,-19,34,51,,-5,15,17,0
-2,5,14,0,,5,-11,27,104,,-4,11,14,0
6,-45,45,0,,-2,-15,28,161,,6,-34,46,0
-8,21,15,0,,9,-16,32,226,,-9,21,9,0
-4,19,4,64,,,,,,,3,-16,20,0
6,-41,55,113,,-3,-10,23,306,,-1,-9,39,0
-7,27,4,156,,8,-24,40,351,,1,-20,46,0
4,-20,25,224,,-2,6,17,366,,-11,23,16,0
10,-45,47,356,,5,-30,36,376,,-7,9,8,0
0,-18,42,358,,2,2,25,375,,-7,9,8,0
-10,23,14,368,,0,-20,26,370,,8,-39,35,36
-3,6,13,377,,3,-12,37,350,,-8,15,23,99
5,-26,45,374,,-7,21,7,290,,6,-29,32,142
-6,14,9,369,,9,-45,50,214,,8,-43,53,196
8,-29,30,345,,-7,24,10,152,,-10,28,5,276
-8,9,28,284,,7,-48,44,69,,13,-51,49,337
6,-20,25,208,,-6,17,20,2,,-10,30,10,366
-3,0,32,149,,-8,17,2,0,,10,-47,44,375
1,-13,24,70,,12,-51,57,0,,-10,27,16,374
11,-38,39,0,,-1,7,34,0,,9,-37,32,367
-9,15,19,0,,2,-21,21,0,,-7,13,28,345
11,-36,37,0,,13,-59,53,0,,4,-22,25,274
7,-23,39,0,,-10,32,9,0,,-3,0,33,214
-2,3,16,0,,8,-52,41,0,,-9,28,10,145
9,-31,31,0,,6,-35,47,0,,11,-44,45,66
-3,3,27,0,,-7,24,10,0,,-10,22,17,0
-5,8,19,0,,4,-30,31,0,,11,-38,36,0
11,-32,38,0,,-5,0,31,0,,-6,12,24,
-5,11,20,0,,1,-9,18,0,,,0,,
0,-9,28,0,,7,-49,49,0,,-5,13,15,0
5,-16,31,0,,-9,31,10,0,,11,-36,43,0
-8,6,23,0,,-3,12,10,0,,-7,12,15,0
8,-26,34,0,,3,-35,49,0,,4,-21,28,0
8,-22,,,,-9,17,19,8,,3,-9,32,0
35,0,,,,8,-29,28,76,,-6,12,19,0
-4,4,22,0,,-6,2,33,117,,10,-32,38,0
5,-21,32,0,,-9,26,6,168,,-7,8,21,0
1,-7,25,0,,10,-45,49,237,,-4,-3,20,0
-6,1,24,55,,-11,23,8,309,,8,-22,36,0
11,-29,37,108,,11,-43,44,354,,-3,5,23,0
-5,2,20,154,,-9,22,16,368,,8,-25,37,0
10,-31,40,229,,9,-35,37,378,,10,-24,40,0
-4,1,16,296,,-9,17,,,,-6,2,17,0
0,-11,27,351,,,24,372,,,1,-27,35,24
8,-21,36,366,,7,-29,27,367,,3,-4,26,85
-3,-2,17,376,,10,-38,48,326,,1,-21,30,130
9,-28,41,373,,-12,24,10,243,,7,-9,33,180
-8,8,13,368,,11,-41,46,174,,-7,11,13,260
10,-37,48,344,,-10,25,14,96,,10,-41,44,327
-7,18,6,282,,11,-42,39,19,,-2,11,16,358
0,-15,23,208,,-9,18,20,0,,7,-36,39,370
2,-10,36,147,,11,-37,35,0,,0,5,22,379
-3,-10,18,58,,9,-29,44,0,,0,-25,29,370
7,-22,45,0,,-7,11,16,0,,11,-40,44,363
-5,3,9,0,,11,-37,40,0,,-8,19,12,318
9,-45,43,0,,-1,0,27,0,,10,-44,48,236
8,-35,54,0,,2,-19,28,0,,-8,24,10,174
-8,19,4,0,,12,-37,40,0,,9,-46,44,96
12,-48,53,0,,-6,14,19,0,,-6,17,20,31
-2,3,32,0,,9,-33,34,0,,7,-38,33,0
1,-16,19,0,,8,-20,32,0,,12,-45,50,0
8,-50,45,0,,-6,1,22,0,,-,,,
-7,27,18,0,,6,-25,33,0,,10,25,8,0
5,-39,35,0,,-2,1,25,0,,2,-22,28,0
5,-35,44,,,-6,5,19,0,,3,-12,33,0
,0,,,,10,-28,37,0,,-1,-5,20,0
-7,24,9,0,,-6,3,22,0,,8,-46,43,0
2,-21,25,0,,0,-19,33,61,,-5,18,16,0
-3,-4,36,0,,5,-13,28,109,,3,-16,22,0
-8,32,8,0,,-1,-13,29,166,,6,-47,48,0
7,-46,48,0,,9,-16,32,235,,6,-47,48,0
1,-24,45,2,,-3,-10,23,312,,-3,-9,40,0
7,-24,27,182,,10,-24,39,355,,-3,-9,40,0
7,-24,27,200,,,,,,,-10,30,11,0
10,-45,51,217,,,,,,,9,-43,49,0
10,-45,51,258,,-5,1,13,368,,-17,16,6,0
-11,24,6,325,,5,-29,37,376,,-4,11,12,12
10,-45,48,358,,2,2,24,374,,8,-40,32,81
-10,24,12,372,,0,-22,26,367,,-8,20,7,121
11,-38,40,375,,4,-10,36,340,,6,-30,33,172
-11,19,19,368,,-8,22,6,274,,-4,8,29,240
9,-32,32,355,,10,-47,52,197,,5,-21,24,315
6,-31,46,292,,-7,26,7,136,,-3,-7,36,354
-3,22,8,214,,8,-49,47,55,,-1,-5,17,370
0,-38,37,150,,-7,20,16,0,,5,-20,42,377
-14,13,12,79,,-8,14,4,0,,-5,14,10,374
6,-37,34,5,,12,-48,58,0,,9,-39,36,369
1,-8,35,0,,-2,13,30,0,,-8,16,24,336
-8,-12,15,0,,2,-28,25,0,,6,-25,27,258
14,-33,39,0,,1,-9,37,0,,-4,3,32,197
-6,13,24,0,,-10,33,7,0,,2,-11,24,125
0,-38,25,0,,9,-54,43,0,,1,-14,37,54
8,-28,38,0,,7,-30,44,0,,-9,22,16,0
-5,6,20,0,,-7,20,11,0,,12,-40,39,0
5,-24,31,0,,4,-35,33,0,,-5,14,23,0
1,-2,28,0,,-4,5,29,0,,-5,11,16,0
0,-14,26,0,,-8,30,6,0,,9,-35,42,0
11,-32,34,0,,8,-49,50,0,,-,,,
-7,8,23,0,,-8,32,9,0,,5,2,25,0
-2,-4,24,0,,-2,8,11,0,,5,-22,30,0
8,-21,36,0,,7,-44,44,0,,11,-37,43,0
-4,3,24,0,,-10,20,17,12,,-6,13,16,0
5,-25,33,0,,8,-33,32,85,,9,-32,37,0
1,-,,,,-7,6,31,122,,5,-16,33,0
3,25,0,,,-10,28,5,177,,-2,-4,22,0
-7,2,24,50,,10,-47,50,252,,7,-20,38,0
12,-30,37,104,,-11,25,8,319,,-4,5,23,0
-6,4,20,150,,11,-44,46,35,,8,-24,36,0
1,-17,31,220,,6,,,,,8,-23,38,0
6,-14,27,291,,-10,24,14,373,,-5,0,19,0
0,-12,30,348,,10,-37,38,375,,3,-26,35,27
8,-20,32,363,,-9,17,22,370,,2,-5,27,86
-2,-4,19,376,,9,-30,29,362,,2,-21,30,132
8,-25,41,370,,-7,8,29,312,,11,-33,44,192
-1,5,20,368,,4,-19,24,235,,-7,8,13,267
4,-28,33,349,,11,-40,46,166,,12,-39,44,332
0,1,25,297,,-9,24,14,92,,-4,8,18,360
1,-21,29,224,,12,-40,40,16,,7,-34,38,373
1,-4,30,164,,-10,18,17,0,,0,4,22,379
-6,18,6,92,,11,-38,36,0,,2,-24,28,373
10,-45,51,16,,8,-26,40,0,,12,-39,45,364
-8,19,8,0,,-6,7,17,0,,-9,17,11,317
-3,-6,13,0,,8,-31,31,0,,10,-44,47,234
6,-25,50,0,,-3,1,27,0,,-8,22,10,172
-6,23,15,0,,2,-21,29,0,,9,-45,44,93
8,-43,38,0,,12,-35,39,0,,-7,17,21,29
-4,11,27,0,,-5,13,21,0,,-9,12,7,0
-8,19,7,0,,-1,-7,25,0,,12,-45,51,0
7,-46,46,0,,7,-18,31,0,,-10,26,8,0
2,-7,38,0,,-5,0,23,0,,3,-23,27,0
-3,0,17,0,,8,-24,33,0,,2,-11,35,0
6,-41,36,0,,-2,1,25,0,,-10,26,11,0
,,,,,-6,5,23,0,,9,-48,42,0
-6,16,22,0,,8,-28,36,0,,-6,,,
-7,19,9,0,,2,-8,25,0,,19,18,0,
6,-41,50,0,,1,-17,32,55,,-5,16,13,0
-2,4,32,0,,12,-29,38,106,,7,-38,47,0
0,-10,21,0,,-4,2,20,157,,-6,6,27,0
7,-49,51,0,,9,-30,40,223,,3,-16,21,0
-10,28,9,48,,-4,0,15,293,,8,-45,49,0
9,-46,42,108,,8,-32,42,349,,-11,30,7,0
-8,20,21,148,,-1,,,,,9,-42,46,0
-5,23,4,213,,3,19,365,,,2,-22,48,0
8,-44,53,283,,-4,0,15,376,,-6,10,9,0
-10,24,4,342,,9,-31,43,375,,9,-38,34,61
9,-47,50,363,,-8,10,11,369,,-8,13,25,114
-10,28,10,376,,11,-39,48,355,,8,-28,31,163
11,-40,42,374,,-8,19,7,295,,-4,7,31,223
-12,21,16,370,,-1,-9,18,220,,-11,25,6,300
10,-35,35,340,,5,-16,42,158,,11,-47,47,349
-9,16,24,272,,-5,-2,13,73,,-10,28,10,369
9,-27,31,197,,9,-29,49,6,,11,-44,44,375
6,-31,44,128,,-7,18,16,0,,-10,28,16,373
-9,14,16,51,,7,-42,36,0,,8,-39,33,367
11,-33,38,0,,-3,14,28,0,,-7,14,25,327
-8,13,20,0,,-10,26,3,0,,5,-24,28,249
2,-11,23,0,,13,-55,53,0,,-3,4,32,188
4,-14,38,0,,-11,30,9,0,,0,-13,22,117
-2,-5,17,0,,-1,-7,17,0,,10,-46,44,41
10,-33,33,0,,6,-25,43,0,,-9,23,14,0
-3,6,26,0,,-6,26,19,0,,12,-42,40,0
-4,3,21,0,,5,-36,33,0,,-,,,
10,-26,36,0,,-4,8,29,0,,7,17,22,0
-7,8,21,0,,-8,28,8,0,,-5,10,15,0
1,-16,26,0,,8,-49,51,0,,9,-36,41,0
4,-,,,,0,-11,39,0,,-3,4,25,0
11,32,0,,,-2,6,14,0,,6,-24,32,0
-7,8,24,0,,8,-46,47,0,,2,-6,29,0
9,-30,35,0,,-11,22,16,8,,-6,15,16,0
7,-18,35,0,,-7,18,4,75,,9,-34,38,0
-4,0,22,0,,8,-44,53,118,,6,-16,32,0
6,-28,34,0,,-8,28,5,166,,-2,-4,23,0
1,0,26,6,,12,-47,51,241,,9,-28,37,0
-7,0,24,73,,-12,25,8,312,,-4,5,21,0
11,-30,36,115,,10,-45,45,355,,-5,0,19,0
-6,4,21,169,,,,,,,8,-23,36,0
1,-20,32,242,,-9,24,14,368,,0,0,20,0
6,-12,26,310,,-4,7,13,377,,2,-24,37,19
0,-15,31,356,,7,-26,45,374,,1,-5,24,78
6,-16,31,368,,-8,14,9,370,,-6,2,15,122
-2,-7,22,376,,9,-35,48,339,,11,-33,44,178
9,-22,38,372,,-11,23,11,260,,-5,7,12,249
-6,2,15,367,,11,-39,46,186,,10,-38,45,326
4,-31,38,333,,-10,22,14,113,,-4,8,16,356
0,6,19,276,,11,-41,39,28,,-5,-4,16,372
2,-26,36,204,,4,-14,35,0,,9,-30,43,377
0,2,25,150,,-3,-2,19,0,,-7,11,12,369
-6,16,7,73,,8,-24,41,0,,10,-39,47,365
9,-45,52,3,,-6,15,24,0,,-9,18,9,326
2,-8,33,0,,8,-32,32,0,,10,-44,48,242
0,-13,18,0,,10,-34,40,0,,-8,24,10,182
4,-18,44,0,,-6,10,19,0,,-3,1,13,106
-7,24,10,0,,12,-34,40,0,,8,-31,48,39
8,-47,43,0,,4,-5,30,0,,-8,12,6,0
7,-32,49,0,,-3,-9,26,0,,7,-38,32,0
-5,15,8,0,,9,-34,35,0,,-3,8,30,0
4,-32,30,0,,-5,7,22,0,,-9,27,6,0
0,2,33,0,,7,-26,35,0,,11,-52,48,0
-7,26,14,0,,10,-24,36,0,,,,,
5,-43,39,0,,-6,5,21,0,,-11,26,11,0
,,,,,3,-21,32,0,,-1,-3,18,0
2,-22,40,0,,3,-6,25,0,,5,-30,42,0
-5,14,10,0,,-7,3,24,49,,-4,17,13,0
4,-36,51,0,,11,-30,39,103,,6,-31,34,0
-4,12,27,0,,-5,3,18,149,,-7,5,29,0
2,-19,28,0,,10,-32,41,221,,-9,26,6,0
6,-48,53,0,,-4,3,16,290,,8,-47,50,0
-8,30,5,60,,-1,-11,27,350,,-2,-11,41,0
9,-48,49,114,,8,-22,36,365,,0,4,14,0
-8,26,14,154,,-4,0,16,376,,8,-42,45,0
-4,18,5,223,,8,-28,,,,-12,22,16,0
6,-40,53,293,,43,372,,,,10,-37,34,49
-7,23,2,344,,-7,8,13,368,,7,-36,50,105
8,-45,52,364,,9,-39,49,352,,-8,21,7,150
-8,28,8,374,,2,-7,31,295,,9,-42,51,208
3,-8,19,375,,-1,-12,22,216,,-11,23,6,288
-2,-14,40,368,,3,-12,39,156,,12,-46,47,344
0,3,12,356,,-2,-8,16,70,,-10,28,12,366
2,-23,46,296,,7,-24,45,3,,10,-43,42,377
-12,18,20,220,,-4,17,24,0,,-11,25,18,374
10,-28,33,148,,-4,17,24,0,,9,-38,33,368
-7,8,27,81,,-8,21,4,0,,-8,16,25,338
6,-22,25,4,,-8,21,4,0,,-10,23,9,265
-4,-4,34,0,,5,-35,30,0,,10,-40,47,194
-9,11,19,0,,0,0,34,0,,-10,27,10,116
12,-33,39,0,,-10,28,8,0,,11,-45,43,39
-8,11,21,0,,8,-50,44,0,,-10,23,16,0
0,-7,19,0,,-6,26,18,0,,12,-41,39,0
5,-22,38,0,,-6,11,13,0,,,,,
-6,6,25,0,,6,-38,45,0,,-7,17,22,0
8,-25,29,0,,-5,8,27,0,,-5,8,16,0
10,-25,37,0,,1,-17,23,0,,10,-34,40,0
