x Desb 5,x Desb 4 ,x Desb 3,x Desb 2 ,z Desb 5 ,z Desb 4,z Desb 3 ,z Desb 2 
8,14,-1,-12,17,10,41,-23
7,12,0,5,19,8,14,23
6,22,-28,7,-4,52,-16,6
10,16,-20,-7,33,7,18,6
3,15,-27,2,-17,41,-26,15
14,23,-44,-7,35,21,12,-15
1,14,-41,-21,-26,25,-32,23
9,18,-53,-25,23,42,-9,-21
10,16,-33,-39,5,3,-24,12
4,7,-47,-38,-21,30,-13,-24
6,13,-32,-49,43,23,2,-9
-5,4,-46,-37,7,0,-22,-22
-26,11,-32,-36,-8,30,22,-43
-22,8,-36,-33,9,6,-13,17
-31,5,-27,-36,-33,4,46,-32
-40,10,-32,-38,11,31,-11,21
-44,3,-22,-36,-38,-22,60,-11
,2,-32,-34,,-4,3,29
,15,-20,-27,,26,67,42
-49,5,-23,,-10,-9,20,
-39,5,-12,-28,-30,32,69,1
-42,-3,-8,-29,-9,-7,40,38
-29,-20,-13,-24,14,9,35,33
-33,-25,12,-27,-35,-7,84,34
-32,,1,-14,19,,38,53
-30,-41,9,-17,-18,-11,69,41
-30,-42,24,2,36,-7,90,69
-31,-52,19,-5,0,-33,40,39
-34,-41,,6,32,-5,,77
-30,-41,36,9,20,-40,104,50
-35,-33,42,14,37,11,81,71
-24,-39,34,29,39,-31,67,94
-29,-39,54,22,40,-1,93,44
-10,-41,47,44,57,-16,52,106
-17,-27,42,33,41,34,96,45
6,-38,51,44,76,-4,45,105
-4,-27,44,44,45,44,36,41
3,-27,46,40,76,36,98,102
19,-37,47,45,50,18,44,41
18,-22,20,36,82,49,65,81
31,-24,40,51,97,24,45,90
33,-24,28,29,52,59,8,24
45,-10,21,30,105,40,87,80
47,-15,20,35,53,58,-5,47
39,0,12,14,75,74,72,36
53,-5,16,26,84,39,-1,51
52,-4,8,19,43,58,54,18
42,17,17,10,88,68,11,47
48,14,9,16,45,37,27,24
36,21,15,6,30,95,62,-4
37,35,10,15,86,52,3,55
28,37,14,8,9,99,56,-1
,51,7,5,,102,-13,14
11,40,12,19,43,88,48,36
21,56,7,0,55,67,-10,
22,49,3,6,0,,22,0
13,43,6,17,73,,0,36
18,47,-1,10,-2,91,-31,4
11,48,7,7,2,36,39,25
15,32,4,9,63,76,7,3
18,34,-2,-4,-4,32,,-13
19,14,6,11,63,56,0,27
17,29,12,-4,-18,37,40,-18
19,6,8,4,58,37,-20,8
10,15,0,-7,-7,37,35,-22
11,15,4,-2,37,4,34,17
4,16,-18,3,-8,56,-28,-6
10,15,-16,-6,24,5,30,18
6,14,-34,0,8,18,-33,-1
2,22,-39,-26,4,42,20,9
7,13,-38,-21,15,7,-7,-1
0,16,-51,-31,-33,29,-28,-29
18,19,-33,-38,45,18,-4,17
7,7,-45,-39,-14,18,-33,-40
2,9,-27,-43,-12,32,14,6
3,7,-41,-35,36,-4,-34,-37
-10,8,-30,-39,-16,24,26,-34
-23,12,-35,-33,12,27,-21,16
-29,3,-28,-37,-12,-14,46,-30
-48,9,-36,-34,-10,29,4,29
-42,7,-26,-34,-14,-1,51,-18
-45,4,-32,-29,-51,10,16,40
-39,15,-27,-28,3,38,47,
-39,6,-20,22,-,-16,37,0
44,2,-19,-31,,39,50,15
-36,-9,-4,-23,7,-23,57,54
-32,-21,-9,-29,-29,21,50,14
-39,-28,9,-21,-30,-21,86,50
-27,-42,1,-14,21,4,38,40
-36,-39,2,-12,-14,-2,49,56
-25,6,25,-1,40,,82,56
-33,-51,19,0,-10,-18,42,51
-27,-38,,15,47,-47,,72
-32,-35,27,9,5,10,92,49
-29,-38,42,23,54,-32,100,88
-24,-38,33,26,23,14,48,52
-23,-39,49,34,57,-7,107,91
-13,-33,39,40,42,21,42,65
-11,-30,36,38,57,33,74,87
5,-37,54,47,60,0,72,66
-2,-27,39,35,58,46,59,75
18,-32,41,50,69,27,101,68
13,-35,45,41,43,30,25,32
25,-22,22,45,92,40,84,95
36,-25,45,38,56,22,77,24
32,-19,23,24,64,64,22,37
50,-14,19,35,99,38,74,72
49,-18,17,32,63,41,-3,30
41,3,15,14,88,71,73,50
54,-3,17,25,64,42,-7,36
49,3,9,14,40,71,66,10
46,15,13,16,98,54,-11,59
49,13,12,11,70,42,48,7
,29,16,3,,94,3,2
32,36,11,18,42,50,33,55
38,33,13,,73,79,14,
18,54,5,13,18,88,12,14
16,41,11,10,70,64,22,31
22,57,6,15,22,90,-30,21
11,45,8,5,51,48,46,-9
13,50,9,19,74,91,31,46
13,39,-4,7,-10,,-21,-7
19,6,8,13,71,375,32,35
16,34,3,2,-5,80,-16,-10
18,29,,6,55,22,,21
15,12,4,3,-2,70,18,-8
16,30,9,-8,42,62,4,9
10,12,2,1,11,9,-28,-4
7,19,3,-10,14,63,42,-27
9,14,0,5,22,4,17,27
5,20,-24,1,-4,58,-15,-19
9,15,-21,0,34,2,25,33
1,15,-31,-7,-22,28,-25,-14
15,23,-43,-26,38,33,8,20
4,14,-40,-24,-9,13,-29,-20
8,19,-50,-37,20,38,-9,-23
11,16,-37,-36,11,11,-21,14
5,7,-46,-44,-23,22,-16,-40
7,15,-30,-40,43,30,3,7
-3,4,-46,-33,15,-8,-21,-43
-25,14,-32,-35,-14,34,23,15
-23,11,-38,-33,15,20,-17,6
-44,3,-25,-44,-32,-7,44,-20
-45,12,-33,-36,6,21,-10,24
-44,5,-22,-34,,-17,63,-6
,8,-33,-37,0,28,0,23
-50,10,-17,-,-15,-5,65,
-39,2,-23,29,-24,-16,23,21
-44,6,-13,-32,-15,38,72,30
-29,-14,-8,-24,-5,-26,37,59
-31,-17,-12,-26,-34,29,30,9
-33,-29,15,-16,17,-34,88,64
-31,-39,7,-13,-16,15,57,60
-32,-,,-18,32,,,34
-29,43,6,2,5,-41,68,74
-37,-40,22,-4,30,-2,89,32
-31,-40,19,15,23,-43,36,88
-36,-32,38,7,32,12,106,35
-22,-35,44,12,43,-32,86,65
-30,-35,31,31,36,19,66,72
-12,-38,42,26,62,-16,104,64
-15,-30,47,46,37,30,50,93
7,-30,43,36,79,27,96,59
-2,-37,53,50,40,6,51,96
14,-27,40,45,82,45,36,48
19,-33,45,40,56,18,94,93
19,-32,47,46,74,40,40,49
32,-22,21,35,98,33,65,34
34,-27,37,49,51,51,48,91
43,-15,28,32,105,67,7,23
47,-17,18,23,52,32,85,56
41,-3,26,33,67,73,-2,53
54,6,10,13,88,66,71,31
44,-4,20,20,47,54,0,59
40,6,8,21,88,84,54,20
48,16,17,10,45,42,11,44
38,11,8,21,25,50,24,62
38,36,12,6,88,92,59,-4
35,33,15,15,,58,-19,56
50,49,13,19,,106,59,42
11,46,12,7,43,51,-16,7
20,40,7,19,53,80,43,
24,57,8,,-3,,-8,0
14,77,2,9,73,,22,1
17,41,10,15,0,58,49,31
9,52,1,11,4,79,-35,10
15,31,-1,8,62,69,4,20
18,37,4,9,-4,80,11,11
18,25,-,-3,62,18,,-19
18,21,4,8,-16,76,-12,14
18,16,7,-1,58,6,39,-21
10,13,9,0,-9,67,-19,21
12,13,0,-7,37,5,33,-19
4,11,4,-5,-7,8,39,9
9,19,-18,3,24,51,-29,0
4,14,-17,-6,8,6,32,13
4,14,-23,2,3,36,0,36
13,20,-44,-14,44,27,-11,-20
0,13,-39,-19,-32,17,-2,24
17,21,-42,-30,44,37,-44,-26
7,13,-41,-38,-13,3,4,15
2,15,-37,-39,-16,31,-38,-34
3,17,-37,-46,38,34,4,0
-12,0,-33,-36,-11,-13,-17,0
-24,13,-43,-39,7,33,0,-37
-31,2,-33,-31,-6,-23,5,17
-48,4,-40,-39,-15,8,7,-30
-42,8,-29,-37,-8,12,29,23
,0,-36,-33,,-25,4,-16
,13,-23,-39,,34,56,0
-46,8,-34,-26,-47,-17,5,38
-40,1,-15,-31,0,-1,71,9
-38,4,-21,-30,-40,30,39,4
-35,-21,-18,5,5,-24,49,
-28,-18,-4,-24,10,22,59,25
-40,-33,-7,-25,-30,-35,47,43
-26,-36,9,-14,17,20,86,49
-35,,1,-14,-13,,40,46
-24,-44,2,0,39,-47,46,64
-34,-40,26,-5,-7,-15,83,31
-29,-44,20,10,44,-31,,83
-30,-33,9,9,8,6,0,43
-32,-40,28,18,52,-28,90,81
-24,-34,40,28,26,15,65,57
-26,-38,33,23,53,-16,49,45
-11,-35,48,44,47,15,105,109
-12,-32,40,35,56,19,43,44
4,-36,38,46,66,14,73,108
-1,-26,41,44,52,35,96,40
10,-35,49,45,84,11,75,103
15,-28,49,44,44,53,75,36
24,-24,44,31,94,24,30,47
36,-30,29,44,95,28,40,76
33,-10,43,25,56,64,72,32
49,-19,23,25,104,37,25,73
44,1,21,31,53,76,70,32
40,4,15,16,86,57,0,45
51,0,14,23,68,65,65,65
48,12,17,15,37,86,-1,11
45,17,9,14,97,43,61,57
50,12,14,21,73,68,-8,53
34,40,11,5,41,82,47,-5
35,37,14,19,77,53,3,59
,39,12,14,,104,32,21
21,51,13,8,15,60,13,26
20,40,8,,69,93,17,
20,57,10,15,26,62,55,25
11,39,5,5,48,70,-29,-16
18,53,8,18,26,6,43,48
16,7,9,6,-7,,29,-7
15,31,-2,12,67,45,-19,35
15,38,7,2,-3,72,33,-9
17,21,1,7,56,17,-17,18
14,33,5,4,0,76,16,0
19,23,13,-7,35,30,43,3
14,9,,5,17,44,,28
10,12,,-8,18,33,,-32
6,10,4,4,21,24,-24,28
6,19,0,0,-9,43,40,-17
10,16,-4,-1,38,15,17,29
4,19,-22,-6,-20,47,-18,-9
12,17,-21,-25,40,13,23,15
3,17,-39,-17,-34,26,-30,21
9,19,-44,-37,13,43,6,-25
10,6,-42,-34,19,-6,-25,16
5,15,-48,-43,-20,39,-16,-40
4,13,-36,-38,41,27,-16,6
-16,4,-44,-34,-33,-8,-17,-39
-23,12,-32,-43,-20,33,3,-25
-21,5,-44,-29,23,-12,-24,9
-42,6,-31,-43,-34,24,26,-24
-37,5,-37,-34,13,-9,-14,26
,0,-27,-34,,-25,43,0
-50,16,-31,-38,-54,38,-11,16
-38,5,-23,-26,4,-18,60,27
-41,5,-34,-28,-20,40,3,0
-44,-13,-19,-24,-16,-24,64,
-31,-20,-22,1,-5,24,21,0
-45,,-11,-26,-19,,71,12
-25,-29,-9,-30,12,-31,41,20
-32,-43,-11,-9,-11,12,29,66
-32,-40,13,-18,31,-35,89,29
-31,-50,2,1,4,-10,33,80
-36,-38,10,-6,28,-28,65,29
-27,-33,23,13,24,14,68,89
-38,-34,,14,34,-36,,66
-22,-38,17,9,39,17,39,56
-30,-37,37,31,34,-16,103,81
-10,-33,46,23,62,29,55,56
-17,-31,46,46,37,35,55,100
5,-37,38,34,80,-2,52,53
-2,-26,38,50,38,48,52,103
15,-32,45,37,85,24,93,44
20,-33,55,37,58,34,101,84
17,-23,40,51,73,40,36,59
30,-27,43,29,99,20,92,66
36,-17,47,48,52,66,49,94
43,-15,22,37,105,36,62,21
52,0,32,27,89,46,43,82
40,-4,19,33,65,41,50,60
53,-4,16,15,91,41,47,26
54,3,6,24,49,73,22,60
40,18,16,21,83,51,46,24
49,12,15,10,,48,15,38
50,34,9,19,,92,52,36
38,39,14,5,26,68,7,12
34,33,11,12,89,85,27,
36,54,15,,53,82,27,56
11,39,13,9,40,71,11,-1
20,57,13,5,58,85,38,0
23,42,8,19,3,51,-10,49
13,52,12,8,68,,42,-14
19,88,3,12,2,,-26,31
13,37,9,11,4,32,47,12
13,36,6,6,60,81,1,16
19,28,-3,9,0,17,5,16
16,14,7,0,58,75,38,-3
22,19,-,7,-13,10,,20
17,9,2,-7,55,12,-33,-18
12,18,-1,6,-2,62,-8,22
8,15,12,-9,32,0,28,-29
7,20,0,8,-3,63,-14,36
9,13,0,-3,20,-3,31,-25
6,13,-6,3,14,27,-7,37
1,22,-16,-1,-2,36,-26,14
6,15,-17,-26,19,8,32,-3
2,21,-34,-20,-32,41,-33,9
15,13,-39,-31,44,7,16,-24
8,14,-42,-40,-9,29,-39,10
3,18,-40,-38,-20,45,0,-30
4,0,-41,-47,40,-22,-32,-5
-10,13,-37,-36,-8,42,-2,-27
-24,8,-33,-38,4,15,-13,-41
-28,2,-43,-32,0,-4,-3,16
-33,11,-34,-37,-41,39,9,-29
-39,1,-39,-37,16,-24,2,23
-45,11,-26,-35,-50,32,31,-12
-43,8,-33,-32,2,-9,-7,32
-,0,-27,-24,,-13,50,42
40,4,-31,-30,-38,37,17,5
-40,-18,-26,-,-41,-29,46,
-29,-17,-21,21,10,26,40,59
-36,-32,-19,-24,-33,-36,49,32
-26,-37,-4,-26,20,,61,36
-35,6,-6,-12,-13,374,45,57
-24,-43,10,-18,36,-45,88,39
-34,-44,2,1,-5,0,40,71
-29,-38,3,-3,43,-42,45,34
-31,-32,24,8,11,12,86,76
-32,-40,21,11,48,-33,46,52
-24,-35,27,14,26,19,89,72
-26,-37,40,30,51,-18,,65
-12,-29,6,28,48,38,0,72
-13,-31,34,43,53,25,48,108
5,-37,48,37,67,8,106,47
-2,-29,40,44,52,44,42,105
7,-35,37,44,85,13,71,44
17,-26,53,42,42,52,76,95
14,-26,38,47,52,52,57,46
35,-13,41,33,96,66,97,44
32,-13,47,47,56,66,30,80
35,-18,19,29,91,30,78,29
51,-14,33,29,71,50,24,77
40,5,24,32,80,66,24,41
48,-3,20,14,103,56,69,40
50,8,18,24,42,83,5,43
41,15,11,19,93,43,63,15
4,11,20,13,,55,1,52
9,38,7,15,73,88,57,18
34,31,16,5,40,63,-4,-3
36,37,11,16,76,97,43,58
33,52,15,9,30,66,8,-8
13,42,11,6,62,84,29,
24,58,12,53,29,72,13,0
18,40,8,16,8,64,15,31
12,5,10,7,69,,54,1
14,3,5,15,-2,74,-27,46
16,33,6,10,61,36,42,-7
19,39,8,10,4,80,,35
16,23,4,4,13,16,0,-4
17,24,-3,3,44,80,-19,13
18,15,6,5,0,-5,32,2
15,8,1,-7,48,35,-17,-2
8,14,4,2,-11,46,16,9
13,8,9,-6,42,14,6,-29
5,17,4,0,-16,64,-26,24
9,16,-2,3,40,4,8,-13
4,20,-4,-3,-14,48,19,25
7,17,-22,-4,26,16,-18,-1
12,14,-22,-26,40,-9,23,6
4,22,-30,-18,-31,52,-20,21
17,8,-42,-35,49,-9,4,-25
11,7,-42,-34,16,4,-22,14
0,12,-48,-41,2,35,-19,-38
5,2,-38,-41,42,-17,-13,1
-15,11,-42,-33,-28,31,-20,-36
-23,4,-32,-40,22,-6,9,-29
-30,7,-45,-31,-25,16,-25,15
-45,15,-32,-42,0,42,26,-27
-38,-2,-37,-35,14,-31,-15,26
-48,2,-25,-34,-52,6,45,-16
-39,13,-35,,,16,-9,
4,0,-22,,0,2,59,
-37,3,-34,-27,-46,22,1,43
-31,-24,-16,-27,12,-18,67,35
-30,-1,-17,-33,0,,62,15
-42,9,-23,-20,-21,18,26,53
-26,-38,0,-28,15,-30,76,14
-37,-35,-9,-11,-7,12,29,72
-24,-49,2,-16,37,-48,72,42
-31,-40,7,-12,11,2,56,52
-38,-38,1,-2,23,-47,32,57
-28,-32,24,0,27,12,91,50
-36,-32,,13,29,-32,,77
-21,-41,,8,45,14,,45
-29,-34,25,32,31,-12,64,87
-10,-36,23,22,64,23,68,49
-14,-32,38,34,35,12,105,92
4,-36,39,41,83,-6,51,67
-2,-28,42,39,36,49,99,85
14,-35,54,50,86,4,95,69
17,-36,39,37,39,24,53,75
18,-22,52,50,71,50,101,68
37,-29,40,41,82,32,36,35
35,-11,36,44,52,65,74,87
42,-14,49,39,103,38,50,28
49,-10,19,24,57,65,62,44
42,2,36,29,63,54,84,64
51,-4,27,16,94,42,17,22
45,13,19,16,44,84,74,51
39,19,23,23,78,56,6,33
48,14,10,8,55,71,60,33
40,30,20,17,29,96,11,58
34,35,7,10,8,53,47,0
6,43,16,13,,105,12,52
31,49,10,18,16,54,25,51
11,46,15,7,35,98,30,-2
22,55,13,18,58,53,8,51
25,41,15,12,10,80,37,5
13,374,10,,63,,-7,
17,52,11,12,10,56,43,27
12,31,5,12,47,54,-25,15
21,36,4,5,23,64,24,14
14,21,8,10,30,28,1,19
18,12,2,1,25,77,-30,-8
16,20,3,9,14,12,37,26
16,11,,-6,38,61,,-22
6,10,1,4,-3,16,6,25
13,13,1,-10,37,38,-10,-33
5,20,8,7,-18,71,38,32
9,15,9,3,16,-9,-13,12
6,20,-1,-5,15,61,30,0
4,14,1,-1,-2,-6,32,21
7,21,-15,-11,19,44,-26,-15
2,18,-19,-20,-29,52,30,16
14,11,-32,-31,41,-13,-31,-14
8,17,-41,-41,-8,51,-16,3
3,8,-39,-41,-17,14,3,-21
2,6,-47,-48,39,3,-40,-14
-12,12,-34,-36,-6,47,5,-16
-25,0,-40,-37,1,-28,-39,-38
-28,11,-29,-32,2,37,17,11
-33,12,-40,-37,-40,32,-39,-23
-40,-2,-31,-38,,-23,27,14
40,20,-38,-37,0,41,-18,-5
-45,2,-29,-34,-46,-20,41,24
-44,6,-34,-24,-5,43,-6,44
-39,-18,-26,-30,-34,-34,48,0
-39,-17,-32,,-40,27,18,
-30,-31,-25,-33,11,-38,47,33
-37,-3,-22,-22,-33,,40,39
-25,7,-18,-29,17,16,49,29
-35,-44,-4,-11,-10,-42,60,63
-25,-45,-12,-17,33,-3,26,32
-34,-40,8,3,-3,-37,86,78
-31,-42,14,-4,38,-4,76,29
-30,-37,3,4,14,-37,44,69
-34,-32,16,12,46,21,,59
-22,-35,84,14,31,-21,,64
-27,-29,20,31,48,40,47,74
-9,-28,27,29,50,33,87,64
-14,-36,41,42,52,0,101,107
4,-26,33,36,69,48,49,50
-3,-32,48,42,48,17,104,100
6,-31,41,45,84,43,45,52
19,-23,39,39,44,34,70,90
15,-29,54,48,49,17,79,51
34,-14,40,35,96,72,56,37
35,-19,39,46,52,29,94,84
35,-18,45,31,90,45,34,30
52,7,30,23,74,72,40,58
47,-2,42,32,51,41,71,46
45,5,24,17,102,81,27,34
51,18,19,23,43,47,66,51
41,10,16,20,90,49,10,25
48,36,9,11,79,96,55,43
34,33,19,15,36,54,7,23
35,48,8,8,,108,52,-3
,44,16,15,78,50,4,58
35,38,9,10,34,79,35,-4
13,57,16,,58,78,10,
24,40,11,7,36,,29,16
19,55,14,18,8,,51,34
11,52,11,8,65,84,-17,0
16,33,11,16,1,31,48,41
10,37,7,8,23,84,-24,-8
19,26,5,8,47,9,42,31
13,25,8,6,9,85,27,-3
20,17,-2,-2,44,-3,-18,-25
19,15,5,-8,0,75,,-5
16,19,,-8,49,-6,0,-5
8,11,1,0,-6,7,-17,10
11,19,3,-10,32,60,16,-23
7,17,10,6,-10,6,41,29
11,17,6,-3,36,43,-23,-19
5,18,0,2,-7,21,39,36
6,17,-3,-15,17,-14,16,-20
11,16,-21,-19,37,56,-18,23
5,8,-23,-33,-29,-14,24,-22
17,13,-38,-42,51,42,-32,-13
12,15,-44,-36,19,42,1,3
-2,5,-41,-49,-2,-24,-20,-33
-4,11,-39,-43,22,28,-40,-4
-13,5,-40,-37,-26,0,-24,-30
-23,3,-32,-39,23,8,10,-4
-31,13,-31,-34,-22,45,11,-8
-47,2,-42,-45,-4,-32,-29,-5
-44,3,-36,-33,-24,-5,-3,25
-50,14,-36,-37,-2,29,-17,-15
3,-1,-31,-26,,-10,16,39
-34,2,-33,-31,10,31,20,5
-34,-23,-27,,10,-28,43,
-29,-20,-31,,2,26,17,
-33,-39,-17,-33,-29,-4,63,9
-33,0,-23,-20,10,,25,58
-33,-36,-13,-25,-2,17,71,20
-32,-44,-8,-24,19,-50,40,48
-31,-37,1,-14,12,-10,68,47
-36,-44,,-17,20,-30,,48
-28,-29,14,0,32,7,91,65
-38,-33,2,-1,24,-30,32,42
-20,-42,8,16,47,11,63,84
-30,-34,24,7,30,-6,68,40
-10,-39,19,19,65,19,37,80
-16,-32,35,27,34,17,105,58
4,-34,39,33,80,-8,51,82
6,-30,33,41,51,50,60,76
-2,-34,52,35,69,4,98,75
21,-36,46,50,60,18,56,78
16,-22,42,35,38,54,91,64
28,-29,53,45,99,25,57,98
38,-10,44,45,51,71,38,42
32,-13,37,27,68,42,74,48
51,-11,48,42,95,59,56,70
41,4,20,28,59,59,53,36
40,-3,34,30,91,37,53,71
57,11,17,33,59,83,42,37
45,19,18,14,44,66,52,44
,15,8,24,,61,17,40
45,29,8,16,91,96,52,15
41,37,23,15,30,55,19,54
31,41,6,11,51,103,41,10
36,50,18,8,63,58,21,42
34,45,11,17,20,93,16,52
22,56,19,8,76,60,36,
24,39,11,,14,,5,-2
15,,14,17,12,375,39,51
13,51,8,16,64,63,-9,14
13,41,11,8,5,25,40,21
12,33,9,10,56,87,-5,-13
19,30,0,4,4,17,20,9
13,10,7,11,49,73,43,21
22,21,2,0,0,16,-29,-10
13,11,2,7,42,57,,27
14,11,36,-4,10,20,,-20
6,19,4,1,16,-14,9,23
9,19,0,-2,11,72,-11,-7
5,17,5,-10,9,-10,36,-3
10,18,12,2,46,62,-13,-16
5,15,-2,-4,-21,47,27,-5
8,17,2,-1,32,-5,35,28
5,19,-14,-21,-23,53,-26,-19
4,11,-43,-21,-16,-15,16,22
15,13,-46,-36,46,22,3,-25
10,12,-46,-42,-2,20,3,-3
-1,4,-42,-40,19,-4,-34,-11
-8,11,-47,-49,0,44,-41,-22
-15,2,-37,-36,-33,-25,6,-8
-22,2,-37,-34,32,-23,-48,-37
-41,14,-27,-33,0,40,8,8
-44,-2,-39,-38,-44,-31,-40,-19
-44,19,-34,-41,-44,48,16,9
-49,2,-36,-34,-,-24,-18,27
45,0,-29,,,11,39,
-37,-4,-33,-35,8,12,-3,-15
-36,-28,-30,-24,-43,-15,44,47
-31,-21,-31,-30,13,12,19,-2
-33,-4,-25,-34,-12,,45,26
-41,2,-21,-22,-10,-28,42,44
-30,-35,-20,-29,14,12,50,24
-36,-50,-4,-11,-1,-46,60,67
-26,-39,-6,-18,33,-29,48,26
-36,-43,7,1,0,-12,89,79
-25,-33,3,-2,47,-8,39,46
-33,-50,4,4,8,-12,44,62
-23,-31,24,15,56,8,85,67
-27,-41,23,11,21,-3,47,53
-16,-32,27,31,65,35,8,80
-13,-32,9,25,32,3,,55
-2,-35,39,40,80,33,104,100
2,-28,34,34,41,49,48,49
4,-32,48,40,78,6,104,89
19,-33,42,47,76,37,46,62
20,-22,38,39,48,43,70,79
21,-29,51,48,87,36,80,66
38,-16,38,36,67,68,51,39
35,-14,41,45,55,32,90,82
46,-4,45,36,102,75,36,32
48,6,21,24,56,80,72,48
40,-4,41,32,74,40,80,58
54,4,23,16,80,73,22,29
40,19,20,23,55,55,68,52
,14,17,22,,43,4,31
49,34,11,10,80,100,60,35
47,35,20,16,44,51,9,34
31,48,7,5,67,107,47,17
33,48,16,13,43,51,8,52
23,49,10,12,16,104,31,
12,53,16,-22,48,46,17,0
25,,11,6,43,,22,11
11,43,14,18,31,88,19,37
16,49,7,7,45,42,12,-1
11,31,8,16,16,67,43,41
20,33,7,8,51,46,-20,-7
14,25,7,11,3,8,37,37
19,19,9,2,48,83,25,-20
16,17,-2,5,-1,-2,-16,31
16,16,,7,46,76,,11
9,14,4,-7,-4,-2,27,-8
6,11,2,0,-2,1,-16,13
11,20,4,-8,36,63,17,-24
6,17,9,6,-14,8,40,31
11,19,5,1,43,41,-20,-17
3,16,-3,0,-23,22,34,36
11,18,-4,-5,35,-15,14,13
5,19,-22,-25,-27,55,-17,-10
5,9,-24,-24,9,-9,24,15
13,13,-28,-32,22,36,-16,-18
8,13,-46,-40,-17,42,1,6
3,4,-41,-42,36,-25,-20,-26
-13,15,-47,-46,-23,52,-24,-10
-22,6,-38,-35,-25,9,-5,-21
-21,6,-40,-39,25,1,-26,-11
-39,13,-34,-35,-37,46,10,2
-40,-1,-41,-40,12,-33,-31,-28
-45,16,-32,-36,-52,41,32,21
0,7,-36,-36,,-14,-18,-9
-39,3,-32,-31,6,-17,16,36
-36,5,-34,-27,-8,39,-9,4
-40,-20,-24,3,-28,-33,59,
-31,-18,-34,-32,7,30,6,2
-40,-36,-20,-20,-29,-41,64,61
-27,-39,-22,-25,22,-5,21,28
-35,-47,-11,-27,-11,,72,42
-25,35,-6,-15,39,361,39,52
-36,-40,-10,-15,-7,1,29,41
-27,-39,13,0,46,-40,89,70
-32,-29,8,0,9,11,55,36
-36,-42,9,8,21,-31,6,82
-20,-28,4,10,52,20,,49
-30,-38,22,18,25,-15,92,71
-8,-40,22,29,67,14,40,68
-15,-30,35,32,35,23,102,72
1,-39,44,44,82,11,89,111
-2,-29,33,36,38,41,62,62
14,-32,53,50,84,8,97,90
22,-32,49,41,64,54,61,48
15,-23,42,42,67,58,88,90
26,-30,53,46,97,22,100,51
37,-11,43,31,52,72,37,40
40,-11,43,40,97,47,90,80
51,-14,49,28,96,55,56,32
42,5,22,25,59,66,53,56
52,-2,40,33,96,35,57,46
56,8,15,16,62,84,39,35
38,20,23,19,68,74,55,54
49,14,7,17,67,53,14,23
41,25,16,12,32,96,50,43
0,37,15,19,,56,13,52
33,37,12,8,81,96,50,3
36,51,11,17,68,64,0,53
13,42,13,,25,88,40,
21,56,16,15,71,64,4,24
15,40,11,6,8,68,41,24
12,51,13,17,50,69,0,21
19,3,7,10,25,,-8,-7
10,3,12,13,31,42,36,45
21,35,3,12,40,76,-17,-7
11,24,2,7,13,17,20,33
21,25,8,7,40,79,4,-11
15,13,-3,2,-3,-1,2,20
20,8,0,5,52,48,,-3
6,12,2,-8,-14,26,31,3
12,12,2,2,42,29,-31,-1
5,16,0,-8,-21,40,-9,-9
10,16,12,5,47,-10,29,22
4,17,1,-3,-19,59,-10,-10
8,18,-4,-1,28,-1,23,30
11,18,-6,-7,24,36,-4,-2
3,19,-13,-25,-16,53,-23,3
18,11,-21,-27,46,-12,28,3
11,15,-31,-33,2,47,-28,-25
-1,4,-43,-38,15,-23,12,10
-6,5,-40,-41,2,-10,-37,-36
-15,10,-44,-42,-31,36,-4,1
-23,3,-36,-34,31,-24,-24,-30
-32,8,-40,-37,-36,26,-9,-31
,3,-36,-31,,-7,-7,14
-48,0,-41,-41,-27,-34,-12,-28
-40,19,-34,-35,0,50,19,27
-50,2,-36,-35,-46,-26,-5,-14
-35,5,-29,-27,7,43,36,43
-36,-17,-33,-,-27,-34,-2,
-44,-20,-24,29,-9,23,60,32
-31,-31,-31,-35,-10,-29,5,18
-42,-42,-19,-22,-12,8,71,50
-27,-44,-22,-27,17,,17,18
-37,-30,-19,-10,-4,,48,71
-27,-50,-4,-16,36,-17,61,23
-36,-39,-8,0,-4,-19,48,82
-24,-31,6,-1,51,16,83,54
-33,-36,5,2,7,-37,40,53
-23,-35,4,15,57,17,,74
-21,-34,45,10,40,-12,,45
-30,-42,24,31,39,-5,86,88
-8,-24,22,27,59,40,50,52
-13,-37,25,37,47,-7,84,94
6,-36,40,40,71,29,101,67
-4,-30,34,37,48,27,50,81
19,-36,45,49,79,31,103,72
20,-21,42,38,51,45,48,66
19,-27,39,50,85,16,65,78
33,-20,56,41,96,67,85,39
36,-14,39,43,53,33,50,81
45,-17,39,38,104,34,89,33
53,6,45,26,83,83,38,36
38,4,20,30,68,49,69,67
54,1,33,17,86,70,39,24
52,15,14,15,49,87,54,40
39,15,21,23,82,39,38,40
47,32,4,9,48,101,26,24
36,37,10,16,,51,57,51
,43,18,10,28,106,9,10
34,49,6,12,86,53,48,43
35,46,16,,47,98,11,
16,56,9,16,45,51,24,45
24,69,18,5,51,,23,7
17,45,9,20,5,44,19,39
9,48,15,15,62,90,24,7
17,40,6,8,8,26,5,30
13,35,9,3,10,89,40,19
17,29,7,3,59,13,-15,19
14,13,2,10,27,80,35,9
19,20,7,0,31,6,26,2
16,12,-1,3,7,14,-19,25
19,18,4,4,51,59,26,-12
11,16,4,-5,-2,3,-12,11
12,10,0,0,33,54,,-11
