x 2 fases 1 ,x desnível 5 ,i 2 fases 1,i desnível 5,x 2 Fases 2,i 2 Fases 2
3,-3,0,330,0,0
10,-4,0,370,-8,0
-2,-6,0,379,-2,0
-8,-2,0,379,3,0
5,-10,0,373,0,30
-3,1,0,369,9,137
-6,-7,0,322,4,236
0,-3,0,248,8,308
-8,-4,25,171,5,375
-5,-4,124,103,7,405
6,-3,228,25,3,450
0,-7,292,0,-2,519
5,0,3,0,0,561
5,-1,408,0,-10,543
9,-6,462,0,-4,472
13,0,522,0,-11,398
1,-3,561,0,-8,344
7,-4,537,0,-2,282
3,0,474,0,-4,157
-3,-5,396,0,4,19
-1,-2,338,0,1,0
-9,,285,,8,0
0,-2,192,0,6,0
-9,-3,42,0,5,0
-1,-2,0,0,9,0
-4,-3,0,0,0,0
1,-2,0,0,5,0
4,-3,0,0,-1,0
2,-3,0,18,-2,0
6,-3,0,92,-5,
6,-3,0,135,4,
4,-3,0,200,-4,0
4,-3,0,288,-7,0
1,1,0,341,-4,0
-1,-4,0,374,-2,0
-3,-1,0,382,-3,0
-6,-4,0,378,1,0
-6,-5,0,375,2,0
-6,-2,0,351,9,86
-9,-5,0,268,8,181
-6,0,0,198,9,273
-6,-6,54,126,9,342
-2,1,164,60,5,400
-2,-8,267,0,8,426
2,-1,333,0,1,481
7,-7,412,0,0,526
3,-8,466,0,0,559
9,2,525,0,-6,518
3,-9,559,0,-1,447
73,-5,508,0,-6,378
10,0,446,0,0,343
-5,-9,378,0,-1,279
1,-1,325,0,4,145
0,,273,,7,14
-8,,114,,1,0
0,-8,0,0,12,0
-10,-10,0,0,9,0
1,3,0,0,6,
2,-8,0,0,0,
-2,0,0,0,11,0
6,-1,0,0,3,0
1,-10,0,13,2,0
12,0,0,85,3,0
6,-7,0,126,5,0
8,-3,0,184,-6,0
13,-6,0,261,-2,0
-1,-6,0,331,-8,0
6,-1,0,368,-5,0
2,-10,0,378,4,0
-5,0,0,378,-7,0
2,-9,0,369,-2,0
1,1,0,367,5,0
-7,-5,19,312,-4,75
5,-6,116,238,13,187
2,-1,219,163,3,279
2,-8,294,93,9,344
3,0,406,28,1,400
3,-4,451,0,8,428
0,-2,506,0,-3,481
13,0,553,0,-4,544
0,-7,548,0,-3,560
8,0,485,0,-9,506
0,-1,405,0,-5,427
40,-6,349,0,-10,358
13,0,283,0,0,314
0,-5,201,0,-5,226
-5,-4,48,0,-3,74
4,,0,,8,0
-10,,0,,3,0
0,-1,0,0,8,0
-3,-4,0,0,6,0
-7,-2,0,0,5,0
-1,-2,0,0,11,0
-1,-2,0,0,-1,0
10,-1,0,0,,
5,-5,0,3,-2,0
9,-1,0,72,0,0
7,-3,0,126,-5,0
5,0,0,176,-5,0
8,-4,0,264,-5,0
1,-2,0,329,-9,0
2,-3,0,369,0,0
-2,-4,0,377,-3,0
-5,-2,0,380,-2,0
-6,-6,6,374,3,0
-4,0,94,367,2,31
-9,-6,205,301,10,150
-7,2,294,229,8,246
-8,-4,363,151,9,316
0,-6,405,78,11,387
0,-3,435,2,3,416
2,-5,483,0,4,472
4,1,538,0,0,525
3,-8,552,0,3,554
8,0,486,0,-2,528
7,1,421,0,-6,462
367,-6,358,0,-2,388
6,2,303,0,-6,345
-3,-6,222,0,3,289
1,-6,55,0,0,172
1,-3,0,0,4,42
-8,-8,0,0,6,0
-4,-1,0,,10,0
-7,0,0,,11,0
-9,-2,0,0,8,0
3,-8,0,0,9,0
-4,-4,0,0,11,0
6,-5,0,0,0,
2,-6,0,41,60,
6,-4,0,103,0,0
9,-8,0,141,2,0
6,1,0,209,-9,0
9,-8,0,288,0,0
3,-3,0,350,1,0
1,-6,0,375,-11,0
4,-4,0,384,-1,0
-2,-3,0,376,-7,0
-5,-7,48,374,-7,0
0,-2,147,355,8,0
-3,-7,240,289,3,49
-6,-2,310,217,8,158
3,-5,377,138,5,254
-3,-4,414,66,5,324
-6,-4,528,0,9,384
7,-7,564,0,0,414
2,0,519,0,6,451
2,-5,451,0,-2,513
11,-6,375,0,-6,559
6,0,324,0,-4,544
13,-3,254,0,-9,470
0,-2,135,0,-6,393
7,0,1,0,-11,333
2,-6,0,0,0,279
-5,-2,0,0,-2,147
0,-3,0,0,5,17
-7,-3,0,,7,0
-2,0,0,,5,0
-4,-2,0,0,9,0
-4,-3,0,0,6,
0,-3,0,0,0,
-1,-3,0,0,7,0
8,-1,0,39,8,0
2,-4,0,106,0,0
8,-3,0,159,2,0
8,-4,0,226,-1,0
3,-3,0,309,-7,0
7,1,0,355,-4,0
0,-2,0,376,-7,0
1,0,0,384,-12,0
-3,-6,64,376,2,0
-7,-2,169,374,-3,0
-8,-5,271,338,0,0
-4,-5,331,250,5,0
-10,-3,393,182,1,73
-6,-6,418,101,13,188
-2,0,534,29,9,276
-4,-8,556,0,9,344
1,-2,497,0,11,403
3,-7,424,0,5,433
6,-7,362,0,2,490
5,4,317,0,-1,543
7,-8,231,0,0,558
5,-6,76,0,-5,496
0,-1,0,0,-4,436
6,-7,0,0,-2,362
-2,1,0,,-4,329
-2,8,0,,3,246
-7,-9,0,0,1,100
-4,-4,0,0,7,0
-5,1,0,0,5,0
-6,-8,0,0,9,0
2,2,0,0,11,0
-3,-2,0,0,5,0
8,-10,0,40,11,0
3,0,0,99,10,0
10,-8,0,136,,
7,-2,0,202,,
7,-6,0,279,-5,0
10,-7,0,345,0,0
1,-1,0,373,-2,0
3,-9,0,379,-9,0
0,0,86,377,3,0
-2,-8,186,368,0,0
-2,-1,268,361,-10,0
-2,-5,33,292,3,0
-4,-4,396,222,-7,0
-7,-2,432,146,-4,0
2,-8,490,74,10,7
-4,0,544,8,-2,118
2,-5,562,0,10,232
8,-7,501,0,2,312
0,0,441,0,6,376
13,-4,363,0,6,415
7,-3,316,0,2,450
7,-1,237,0,0,509
14,-7,113,0,-6,558
1,0,0,0,-2,547
3,0,0,0,-6,478
26,-5,0,0,-11,401
-3,0,0,0,-6,334
-2,-4,0,0,-2,280
-5,-5,0,,1,168
-8,54,0,,-2,20
0,-1,0,0,6,0
-8,-5,0,0,3,0
3,-1,0,0,9,0
-2,-2,0,0,10,
9,-2,0,67,2,
7,-1,0,182,0,0
7,-3,0,198,4,0
8,-3,0,260,-3,0
5,-2,0,328,0,0
-1,-2,0,365,-2,0
5,-3,0,377,-8,0
-1,0,67,382,-8,0
-3,-4,168,374,-4,0
0,2,262,367,-8,0
-9,-6,333,304,0,0
-8,-2,388,225,2,0
-6,-6,422,147,-5,0
-9,-2,469,68,7,0
-2,-6,517,1,6,74
-3,-7,553,0,9,188
-3,2,516,0,8,272
4,-4,440,0,8,341
3,-4,375,0,10,400
8,-2,330,0,3,432
6,-9,236,0,4,488
5,-1,97,0,0,540
4,-6,0,0,-1,556
10,-8,0,0,-2,506
1,2,0,0,-4,436
0,-10,0,0,0,379
0,-6,0,,-7,327
-6,34,0,,-1,271
-6,-3,0,0,6,129
-6,-7,0,0,0,8
-5,-2,0,0,12,0
-5,-9,0,0,6,0
0,-3,0,74,8,0
1,-6,0,120,13,0
5,-10,0,163,3,0
7,1,0,242,12,0
11,-9,0,315,,
10,0,0,362,,
9,-7,0,378,-2,0
9,-2,30,384,-6,0
8,-6,133,375,7,0
3,-11,237,370,-4,0
0,-2,316,325,-6,0
1,-10,375,254,2,0
-4,0,481,188,-14,0
-3,-7,510,110,5,0
0,0,556,43,0,0
-7,-5,544,0,-3,0
0,-9,463,0,8,10
2,1,391,0,-1,125
0,-2,327,0,11,241
5,-5,268,0,6,317
6,0,147,0,6,382
9,-5,20,0,2,420
9,-1,0,0,1,458
9,1,0,0,1,519
11,-7,0,0,-7,561
3,-2,0,0,-4,540
2,-3,0,0,-8,471
4,-,0,,-9,402
-5,4,0,0,-2,336
-4,0,0,0,-7,292
-5,-5,0,0,1,185
-6,-1,0,0,-3,31
-5,-2,0,4,10,0
-2,-3,0,76,6,0
4,-2,0,128,7,0
3,-2,0,188,8,0
11,-2,0,264,1,0
4,-3,0,336,8,0
9,-3,0,367,1,
10,0,54,379,,
1,0,164,384,0,0
9,-4,260,375,-2,0
-3,-2,3,366,-7,0
-5,-3,387,307,-6,0
-2,-3,418,225,-5,0
-10,-3,463,153,-5,0
-7,-5,510,74,-5,0
-5,-1,552,2,0,0
-11,-6,523,0,-3,0
0,-1,454,0,5,0
-4,-8,387,0,8,56
-3,-7,336,0,6,165
3,2,290,0,8,255
2,-6,165,0,8,330
10,-4,31,0,9,390
6,-3,0,0,7,427
6,-9,0,,5,471
-3,0,0,,0,526
0,0,0,0,-2,556
3,-9,0,0,-3,530
0,-3,0,0,-2,452
-4,0,0,0,-6,391
-5,-8,0,0,-2,326
-3,1,0,0,0,285
-10,-5,0,0,4,151
-2,-6,0,60,1,15
-6,-2,0,113,12,0
4,-9,0,158,7,0
3,-1,0,238,7,0
10,-7,0,312,15,0
7,-4,0,363,-1,0
9,-4,0,377,5,
10,-7,54,382,0,
8,-1,309,374,4,0
8,-9,334,372,-4,0
1,0,35,338,4,0
0,-8,382,257,2,0
4,-2,425,190,-10,0
0,-3,474,110,-4,0
-6,-5,537,40,-5,0
0,-2,554,0,-12,0
-2,-7,506,0,5,0
-6,1,430,0,-4,0
2,-5,360,0,-2,18
0,-7,308,0,9,117
0,0,228,0,4,231
10,-3,91,0,10,309
3,-3,0,0,0,380
12,2,0,0,10,414
7,-7,0,0,-3,461
39,-4,0,0,2,520
9,-2,0,0,-1,564
11,-4,0,,-9,544
0,,0,0,-2,469
5,0,0,0,-13,400
-8,-3,0,0,0,336
0,-6,0,0,-6,289
3,-2,0,0,-2,149
-12,-4,0,46,4,10
3,-1,0,108,2,0
-5,-2,0,168,6,0
1,-1,0,242,5,0
2,-3,0,324,8,0
7,-2,0,363,8,0
11,0,0,378,3,0
3,-4,78,385,,
11,-3,192,375,-3,0
9,-6,274,374,0,0
3,0,396,340,-6,0
7,-4,426,248,-5,0
-4,0,478,183,-5,0
-6,-6,528,98,-8,0
-3,-2,549,31,-5,0
-8,-5,506,0,-7,0
-8,-5,442,0,0,0
-4,1,369,0,1,0
-10,-7,322,0,-2,0
0,1,257,0,5,50
-3,-4,116,0,5,144
-3,-6,0,0,10,255
5,-2,0,0,10,330
6,-8,0,0,8,393
0,-3,0,0,8,425
0,2,0,0,3,469
3,-8,0,,-1,524
8,4,0,,-1,558
10,0,0,0,-5,524
0,-3,0,0,-2,445
-8,-8,0,0,-8,386
-10,0,0,0,2,334
-6,-8,0,24,-3,291
-9,-3,0,97,7,160
-11,-6,0,136,8,18
1,-8,0,183,5,0
-7,0,0,268,10,0
5,-9,0,333,8,0
3,-1,24,369,11,0
11,-7,133,381,3,0
9,0,234,382,-1,
8,-7,298,374,,
9,-10,374,364,8,0
5,-4,406,301,-5,0
5,-8,516,231,-4,0
2,0,560,168,0,0
0,-8,536,92,-8,0
0,0,462,30,-2,0
3,0,392,0,3,0
-8,-8,337,0,-10,0
-5,-2,291,0,6,0
0,-4,175,0,1,0
-7,-4,44,0,-5,4
3,0,0,0,14,103
4,-5,0,0,1,220
0,0,0,0,10,300
12,-1,0,0,2,374
6,-7,0,0,9,409
8,0,0,0,-3,454
13,-3,0,,-1,509
2,0,0,,2,561
9,-2,0,0,-13,550
-4,-1,0,0,0,488
8,-6,0,0,-12,417
-1,0,0,0,-12,354
-8,-2,0,18,1,297
0,-2,0,89,-6,202
-12,-3,0,142,7,52
2,-4,0,207,-3,0
-7,-2,0,281,6,0
5,-2,15,346,7,0
0,-1,128,369,3,0
-1,-3,242,382,10,0
9,-1,309,379,0,0
3,-4,388,374,1,0
6,0,406,355,-1,0
5,-5,449,281,-7,
-1,-4,508,205,0,
1,-4,546,136,-6,0
-4,-5,538,56,-2,0
-6,-3,477,0,-8,0
-3,-8,409,0,-7,0
-7,1,346,0,-1,0
-9,0,300,0,-5,0
-6,-5,168,0,3,0
-8,-2,32,0,3,0
0,-8,0,0,4,76
0,-5,0,0,9,170
-1,2,0,0,8,271
5,-8,0,0,9,337
3,1,0,0,6,397
9,-2,0,0,7,426
4,-9,0,,4,481
8,,0,0,0,532
-4,-2,0,0,2,561
9,-5,0,0,-7,524
1,-5,0,0,0,453
0,0,0,0,-3,381
-10,-11,0,64,-3,336
-4,1,0,115,-2,290
-8,-8,0,166,3,168
0,-1,0,245,8,24
2,-8,0,321,1,0
-4,-2,80,365,12,0
5,-4,187,379,7,0
3,-6,277,381,6,
10,-3,341,373,,0
8,-10,398,368,13,0
7,1,492,322,1,0
10,-7,544,242,5,0
2,-3,555,175,6,0
6,-6,502,88,-8,0
0,-3,423,19,2,0
-2,-2,357,0,1,0
0,-8,302,0,-8,0
-2,0,231,0,0,0
-6,-6,78,0,-9,0
-3,-6,0,0,-8,0
0,0,0,0,8,0
-8,-4,0,0,2,0
3,-2,0,0,5,66
4,2,0,0,14,171
1,-7,0,0,0,272
11,-3,0,0,12,342
6,-2,0,,-1,405
9,17,0,,9,432
12,-5,0,0,-5,487
4,0,0,0,-1,544
5,0,0,0,-7,559
-7,0,0,0,-7,505
7,-3,0,17,-2,430
-7,-5,0,88,-14,362
-2,-8,0,126,3,306
-6,-1,0,196,-6,224
-13,1,0,265,1,70
0,-3,87,345,0,0
-7,-3,198,366,-1,0
8,0,288,378,11,0
-2,-4,362,380,2,0
11,-4,408,373,3,0
6,-4,481,366,4,0
2,-2,536,304,-3,
10,-4,555,216,,0
1,-2,498,150,0,0
1,-6,430,81,2,0
0,-1,363,10,-10,0
-6,-5,328,0,-8,0
-7,-3,282,0,-3,0
-1,1,130,0,-12,0
-10,-6,0,0,-1,0
-8,1,0,0,-7,0
-5,-5,0,0,-5,0
-6,-5,0,0,4,0
2,0,0,0,1,58
1,-8,0,0,8,151
1,-2,0,0,9,255
5,1,0,0,6,317
5,-,0,,10,390
8,8,0,0,7,417
1,1,0,0,2,476
8,-4,0,0,0,531
-2,-7,0,0,1,560
-2,-3,0,0,-7,528
-8,-10,0,55,-1,463
-8,-1,0,114,-1,390
-5,-7,0,162,-9,349
-8,-4,57,237,3,291
2,-7,166,306,2,184
-5,-6,260,360,11,32
4,-2,321,376,6,0
7,-9,391,382,11,0
5,1,484,375,10,0
12,-9,541,368,8,0
8,-1,567,336,12,0
8,-7,512,253,0,
10,-5,448,188,29,
2,-2,373,108,0,0
1,-7,314,33,6,0
-3,0,262,0,0,0
-1,-8,129,0,-5,0
0,-8,2,0,2,0
-3,0,0,0,-11,0
-5,-4,0,0,-10,0
0,-1,0,0,4,0
-3,-2,0,0,-6,0
1,-8,0,0,6,0
6,3,0,0,1,0
0,-6,0,0,-6,86
3,-6,0,0,14,189
9,0,0,0,0,284
7,,0,,15,354
15,,0,,-3,410
-2,-5,0,0,9,435
10,0,0,0,1,487
9,2,0,0,-7,550
3,-7,0,0,-2,561
-3,-3,0,0,-11,496
2,-3,0,48,-3,430
-10,-3,44,106,-6,358
0,-1,146,169,-5,304
-7,-4,252,242,-1,225
0,-2,390,315,-4,67
6,-4,415,361,9,0
-5,3,462,375,0,0
10,-6,511,385,10,0
0,-1,549,376,8,0
5,-5,531,373,0,0
11,-2,367,329,11,0
1,-3,351,245,,
8,-4,337,175,-1,0
0,-4,290,102,0,0
-2,-5,183,25,1,0
2,-2,29,0,-1,0
-10,-7,0,0,-5,0
-9,0,0,0,-5,0
-3,-7,0,0,-12,0
-12,-6,0,0,2,0
-5,0,0,0,-1,0
-7,-5,0,0,-5,0
-7,-6,0,0,4,0
3,-5,0,0,2,54
-3,-8,0,0,1,153
5,0,0,0,11,253
5,-8,0,,5,321
5,1,0,,14,389
8,-8,0,0,4,423
5,-1,0,0,2,476
425,-8,0,0,-2,533
-4,-4,0,0,-2,561
-2,-7,0,22,-3,516
-4,-6,63,97,-4,453
-6,0,166,135,0,386
-6,-8,258,199,-7,340
-4,0,392,281,2,278
-4,-8,430,349,2,171
0,-3,478,374,5,32
0,-7,535,381,3,0
6,-3,562,377,5,0
5,-5,516,374,11,0
8,-7,448,356,6,0
7,-3,372,291,4,0
10,-8,310,216,8,
8,-1,252,149,18,
3,-7,132,65,-1,0
5,-2,0,0,3,0
3,-5,0,0,-4,0
0,-8,0,0,-8,0
0,0,0,0,4,0
-5,-4,0,0,-4,0
-4,-5,0,0,-10,0
-7,-1,0,0,5,0
1,-5,0,0,-10,0
-3,1,0,0,-2,0
-2,0,0,0,10,1
7,-8,0,0,-3,113
0,-2,0,0,12,222
8,,0,,0,307
9,-2,0,0,14,375
7,-2,0,0,-4,420
38,-2,0,0,7,454
14,-7,0,0,0,513
0,2,0,0,-6,558
8,-1,41,41,-3,547
0,-3,149,103,-11,468
-2,-1,256,151,-2,401
-3,-6,327,224,-7,339
-8,0,391,288,-3,277
-8,-4,555,354,-1,161
-9,-2,553,372,-3,14
0,-1,548,382,8,0
0,-5,523,377,4,0
2,-2,451,372,9,0
14,-4,387,346,4,0
1,-2,327,270,-2,0
11,-6,281,190,-2,0
11,0,201,127,-2,0
0,-7,33,53,0,0
8,0,0,0,-,
-3,-6,0,0,2,0
-3,-7,0,0,-10,0
3,1,0,0,-4,0
-12,-6,0,0,0,0
-8,-4,0,0,-14,0
-5,-3,0,0,-4,0
-11,-9,0,0,-3,0
0,0,0,0,-6,0
0,-6,0,0,8,0
-4,-2,0,0,0,93
1,1,0,,6,193
2,60,0,,10,281
7,-10,0,0,6,348
7,1,0,0,12,402
5,-4,0,0,4,438
42,-7,0,0,1,501
11,-3,94,2,-2,549
0,-9,198,80,-2,560
0,-2,28,126,-4,493
0,-6,348,186,-6,425
-5,-4,401,267,-1,352
-5,-6,446,333,-3,326
-6,-7,507,368,3,236
-6,-1,555,381,4,88
-5,-9,558,377,8,0
0,-2,487,373,3,0
2,-7,409,363,8,0
2,-2,343,301,12,0
8,-5,292,221,2,0
7,-6,202,158,5,0
8,-3,67,72,,
10,-5,0,1,,
6,-1,0,0,4,0
5,-7,0,0,-2,0
2,-5,0,0,7,0
0,-1,0,0,4,0
-3,-7,0,0,-9,0
-2,-1,0,0,-1,0
-5,-2,0,0,-6,0
-2,-3,0,0,-14,0
-4,-2,0,0,7,0
0,-6,0,0,-3,0
2,0,0,,0,0
0,0,0,,9,7
3,-4,0,0,-6,121
6,-6,0,0,17,229
11,-2,0,0,2,313
8,-4,0,0,9,378
8,0,16,0,0,417
13,-4,117,45,5,452
0,-5,231,105,5,508
24,0,316,152,-9,560
-1,-5,378,218,0,553
4,1,452,290,-9,484
4,-4,502,357,-14,414
-2,1,553,372,-1,345
-4,0,541,382,-11,295
-5,-5,475,381,5,195
-7,0,404,373,-4,46
2,-5,349,365,12,0
7,0,303,301,7,0
-3,-4,217,211,4,0
12,-3,55,144,11,0
3,-4,0,67,1,0
8,-4,0,0,8,
12,-3,0,0,,
-2,-7,0,0,6,0
12,1,0,0,-2,0
3,-7,0,0,0,0
-6,-6,0,0,-4,0
1,-2,0,0,-9,0
-8,-8,0,0,-4,0
-11,-4,0,0,-10,0
-1,-5,0,0,-11,0
-14,-6,0,0,3,0
1,1,0,,-3,0
-2,5,0,,2,0
-8,-9,0,0,7,79
4,1,0,0,1,186
0,0,0,0,11,269
0,-7,85,0,6,344
9,-3,187,0,11,396
0,-7,352,63,3,433
2,-4,397,116,1,493
11,-5,440,163,2,541
0,-9,498,237,-5,559
-3,0,549,312,-4,509
-3,-7,559,364,-6,441
-9,-1,510,376,-2,372
-2,-6,434,381,1,317
-10,-4,366,373,-2,262
-2,-5,316,365,6,152
-6,-5,243,318,0,22
2,-3,117,243,12,0
5,-8,0,175,5,0
2,-1,0,105,11,0
10,-7,0,29,14,0
9,0,0,0,-1,0
7,-6,0,0,,
9,-9,0,0,12,0
6,0,0,0,1,0
5,-1,0,0,-2,0
4,-3,0,0,6,0
-4,-1,0,0,-9,0
1,-7,0,0,-7,0
-4,1,0,0,2,0
-8,-5,0,0,-8,0
-1,0,0,0,1,0
-4,,0,,6,0
0,0,0,0,-5,0
1,-8,0,0,2,0
1,-2,0,0,7,88
11,-2,67,0,7,200
3,-4,170,0,8,280
11,-3,269,37,2,356
9,-5,350,96,11,402
6,1,396,134,-1,446
8,-3,434,213,1,494
2,1,478,282,-2,555
4,-5,530,352,-8,557
-2,-1,555,368,-1,494
-5,-2,505,382,-12,417
0,-4,433,379,-5,349
-9,-3,372,373,-7,302
2,-6,314,348,0,198
-11,1,230,271,2,58
5,-3,92,186,3,0
-1,0,0,122,11,0
-3,-7,0,37,3,0
11,1,0,0,10,0
1,-7,0,0,9,0
10,-6,0,0,0,
7,0,0,0,,
4,-6,0,0,7,0
9,-4,0,0,0,0
-6,-2,0,0,-3,0
-6,-6,0,0,-2,0
0,0,0,0,-9,0
-8,-8,0,0,-9,0
-8,-8,0,0,-4,0
-8,0,0,,-9,0
-13,,0,0,1,0
4,-8,0,0,2,0
-2,-5,0,0,-3,0
-3,-5,52,0,4,34
8,-8,156,0,7,138
-1,0,252,134,9,242
11,-1,327,149,9,307
278,-9,388,169,5,378
6,-9,417,199,11,411
5,-4,473,281,2,460
1,-4,533,348,0,523
0,-6,562,369,-3,560
2,-1,532,380,-5,545
-9,-8,449,376,-2,462
-7,1,387,373,-7,402
-6,-8,324,355,0,344
-6,-1,265,288,-6,305
2,-6,134,205,6,184
-8,-4,4,137,7,50
5,-4,0,54,4,0
1,-4,0,0,8,0
11,0,0,0,5,0
11,-8,0,0,12,0
4,1,0,0,13,0
8,-1,0,0,0,
6,-7,0,0,29,
4,0,0,0,7,0
3,-4,0,0,-1,0
2,-1,0,0,0,0
-3,0,0,0,5,0
2,-7,0,0,-3,0
-8,1,0,,-7,0
-4,40,0,,0,0
-2,-1,0,0,-10,0
-7,-4,0,0,-9,0
3,0,0,0,5,0
2,-5,70,0,-3,0
2,0,173,0,5,31
11,-1,264,52,3,141
2,-6,348,109,9,249
12,0,397,157,9,318
10,-6,430,237,2,391
6,2,487,306,8,417
5,-3,535,365,-5,469
0,-5,550,375,1,525
6,-6,497,385,-5,567
-5,-7,430,378,-6,533
-3,0,368,373,-5,454
-3,-7,321,334,-12,384
-7,1,255,256,2,329
-1,-7,108,178,-8,274
-2,2,0,113,1,141
8,-7,0,28,1,13
-7,-4,0,0,7,0
16,-3,0,0,12,0
3,-7,0,0,3,0
1,0,0,0,4,0
15,-6,0,0,9,0
-5,-2,0,0,,
6,0,0,0,,
-1,-9,0,0,0,0
-6,-5,0,0,4,0
0,-4,0,0,0,0
-2,-5,0,0,-7,0
-12,,0,,-7,0
0,,0,,-5,0
-8,0,0,0,-10,0
-11,-8,0,0,-5,0
3,0,45,0,-7,0
-6,0,159,0,0,0
0,-8,25,0,2,0
7,-2,322,19,0,0
5,-7,389,98,6,76
11,-5,425,138,7,182
-2,-5,487,205,8,270
9,-7,543,284,10,343
-2,-4,560,344,4,398
-3,-8,504,373,11,434
-2,0,424,381,2,485
-10,-6,354,379,0,537
-2,-3,303,373,2,561
-9,-6,216,353,-6,529
-3,-5,0,284,0,449
-5,-3,0,210,-8,385
1,-6,0,146,-7,328
7,-3,0,67,0,292
0,-7,0,0,4,175
12,-1,0,0,8,38
7,-5,0,0,1,0
5,-2,0,0,14,0
12,-2,0,0,8,0
3,-6,0,0,10,0
4,0,0,0,12,0
0,-2,0,0,3,0
-4,-3,0,0,11,0
0,0,0,0,-3,
-4,-6,0,0,,
-5,-5,0,,-5,0
-3,56,0,,2,0
-6,-1,0,0,-5,0
-2,-6,0,0,-7,0
3,0,68,0,0,0
5,-4,174,0,-9,0
9,0,268,0,-6,0
3,0,346,26,5,0
8,-5,426,94,-2,0
13,-2,478,135,6,76
2,-4,532,218,2,186
13,-3,556,290,10,283
-2,-2,507,346,9,351
6,-5,439,368,3,406
-10,1,367,378,4,438
1,-7,334,382,-5,492
4,0,272,374,1,545
-13,-3,129,363,-9,559
7,-4,0,296,-6,502
-8,-3,0,222,-7,429
11,-6,0,148,-9,368
8,0,0,80,3,315
6,-7,0,1,-8,241
8,1,0,0,1,85
1,-8,0,0,0,0
11,-7,0,0,-1,0
11,2,0,0,10,0
-1,-6,0,0,2,0
3,-4,0,0,2,0
-3,-3,0,0,7,0
-6,-8,0,0,-3,0
0,3,0,0,3,0
-11,0,0,0,1,
-4,-9,0,0,24,
-1,,0,,-11,0
-9,0,30,0,-1,0
-1,-8,137,0,-3,0
0,-3,233,0,-11,0
-5,2,307,0,-3,0
12,-9,375,0,-7,0
1,1,411,10,0,0
0,-4,456,84,5,0
11,-9,521,127,0,43
-1,0,561,181,8,139
10,-11,536,268,6,245
-3,-2,469,332,7,306
-3,-8,282,368,11,385
-7,-5,255,379,6,415
-11,-2,216,379,0,468
-2,-9,173,374,0,522
-12,-2,40,365,1,559
2,-8,0,312,-4,542
-6,0,0,246,-3,470
0,-5,0,169,-3,396
9,-5,0,96,-8,339
9,-3,0,21,5,284
11,-3,0,0,0,190
9,-3,0,0,7,45
7,-7,0,0,7,0
8,-1,0,0,12,0
1,-4,0,0,7,0
4,-5,0,0,9,0
0,-1,0,0,10,0
-2,-3,0,0,,
0,-2,0,0,,
-3,0,0,0,-1,0
-6,-5,0,0,7,0
-5,,0,,0,0
0,-2,44,0,1,0
-7,-3,165,0,-5,0
5,-4,261,0,-2,0
2,0,331,0,-9,0
1,-4,416,0,-5,0
8,-4,472,2,0,0
9,-4,532,75,-8,0
13,-4,558,122,7,0
-1,-2,512,185,4,0
401,-4,444,267,-1,33
11,-2,370,330,11,149
0,-5,336,369,1,254
0,-2,270,378,9,320
-2,-3,127,384,6,390
-7,-5,9,376,5,422
4,-2,0,365,1,464
-10,-5,0,298,-5,530
3,0,0,226,0,567
-7,-6,0,162,-9,532
6,0,0,97,-5,463
12,-7,0,14,-7,389
-3,-2,0,0,-6,338
14,-5,0,0,0,278
8,-7,0,0,-6,153
4,2,0,0,5,12
8,-8,0,0,0,0
-4,-5,0,0,9,0
3,-1,0,0,10,0
2,-9,0,0,0,0
-11,-1,0,0,3,
-6,-7,0,0,,
-3,-4,34,0,3,0
-11,2,149,0,-1,0
-3,-9,320,0,1,0
-8,,385,,-8,0
2,,426,,-11,0
4,1,476,0,0,0
0,-2,536,0,-5,0
6,-10,561,0,-11,0
3,0,526,39,1,0
7,-7,456,109,-9,0
8,-4,386,156,4,0
3,-6,321,232,7,0
7,-6,274,310,-1,99
-2,-2,170,358,13,202
-2,-9,31,376,4,291
-8,0,0,384,8,353
-7,-11,0,374,8,405
3,1,0,374,6,434
0,-5,0,337,2,500
-5,-5,0,261,-2,553
-2,-4,0,184,-2,554
9,-8,0,116,-6,494
6,0,0,44,-5,416
0,-6,0,0,-4,355
13,-1,0,0,0,310
9,-6,0,0,0,231
2,-2,0,0,4,73
11,0,0,0,8,0
2,-6,0,0,6,0
2,-3,0,0,14,0
0,-2,0,0,8,0
-3,-5,0,0,8,0
-3,0,76,0,9,0
-3,-5,197,0,-1,0
-7,0,286,0,5,0
1,-2,355,0,,
-1,-5,429,,2,0
2,,484,,-3,0
6,0,541,0,-2,0
1,-3,558,0,0,0
15,-1,500,5,-8,0
7,-3,433,82,-5,0
12,-5,362,126,-2,0
12,0,327,194,-8,0
399,-4,252,271,7,0
1,1,93,331,0,26
5,-3,0,370,1,124
-5,3,0,378,10,242
5,-4,0,382,5,318
-7,-6,0,350,13,384
-3,-3,0,337,-3,426
-3,-3,0,286,8,465
-8,-2,0,211,-6,526
3,-7,0,134,1,562
0,-3,0,63,-2,536
6,-7,0,0,-10,465
1,2,0,0,-2,393
12,-8,0,0,-11,331
12,-6,0,0,2,278
1,1,0,0,-5,148
12,-7,0,0,8,6
5,-2,0,0,8,0
-2,-3,0,0,3,0
3,-10,51,0,9,0
-7,1,158,0,6,0
-10,-3,255,0,6,0
1,-8,330,0,11,0
-8,0,432,0,-5,0
-10,-8,486,0,-2,
-2,,545,,-4,
