normal,2fase,desb,inc,i normal,i 2 fase,i desb ,i inc
1,7,5,0,362,0,148,379
-4,8,-3,-8,375,0,213,375
10,4,-20,-4,374,0,293,369
-7,3,-25,-6,367,0,348,330
8,2,0,-8,356,0,0,256
-7,-5,-41,0,297,0,368,184
5,-1,-42,-9,222,0,376,109
0,-3,-52,0,162,0,368,38
-9,-8,-41,-7,88,0,363,0
9,3,-41,5,19,0,308,0
-8,2,-33,-3,0,0,222,0
10,-1,-39,-2,0,0,136,0
8,8,-39,-8,0,0,63,0
-5,2,-41,-4,0,38,0,0
8,12,-27,-4,0,151,0,0
-1,8,-38,-6,0,254,0,0
-5,8,-27,-1,0,319,0,0
10,8,-27,-8,0,381,0,0
3,2,-37,0,0,411,0,0
-2,4,-22,0,0,453,0,0
0,0,-24,-5,0,0,0,0
5,0,-24,-4,0,0,0,0
-4,-2,-10,-4,0,552,0,0
7,-4,-15,-6,0,535,0,0
8,-5,0,0,0,461,0,0
-4,-7,-5,-7,0,391,0,0
4,-7,-4,-4,0,339,0,67
3,-2,17,-3,0,266,0,117
-5,2,14,-4,41,138,0,174
9,5,21,-2,98,10,0,253
-3,6,35,-5,135,0,61,321
0,10,37,-2,201,0,112,362
6,4,51,-3,274,0,172,374
0,7,40,0,340,0,256,377
7,6,56,-4,361,0,320,372
-2,5,49,-1,375,0,0,364
8,3,43,-4,374,0,0,307
0,0,47,-3,369,0,369,230
3,-4,48,-3,362,0,376,156
2,-8,32,-5,182,0,372,79
-2,-10,34,-4,161,0,368,2
-2,-10,14,-3,138,0,317,0
-4,-5,29,-32,111,0,241,0
8,-12,6,2,37,0,169,0
-11,-6,15,-6,0,0,92,0
-4,1,15,-1,0,0,13,0
8,1,16,2,0,15,0,0
-3,7,15,-3,0,109,0,0
6,9,14,3,0,205,0,0
0,4,22,-2,0,0,0,0
-9,-24,13,-5,0,0,0,0
8,10,16,2,0,360,0,0
3,0,19,-6,0,405,0,0
-5,6,7,0,0,438,0,0
5,-4,9,0,0,502,0,0
-5,-2,7,-7,0,553,0,0
-6,-3,8,2,0,548,0,0
0,-6,12,-5,0,477,0,0
6,-4,3,-3,0,399,0,56
-3,-8,9,-4,0,336,0,108
0,-3,7,-9,0,290,0,158
8,2,4,2,0,183,0,226
-9,1,15,-8,20,48,63,309
8,10,6,-1,92,0,118,357
-8,8,2,-6,127,0,160,375
-7,13,-9,-5,181,0,237,381
10,9,-21,-5,256,0,315,375
-10,5,-28,-7,327,0,363,374
9,11,-42,-4,361,0,369,334
-10,1,-39,-8,374,0,0,253
11,1,6,0,377,0,0,187
-10,2,-51,-6,369,0,367,109
8,-3,-38,-4,358,0,340,34
-7,-3,-35,-6,302,0,258,0
-8,0,-38,-5,226,0,174,0
10,-9,-38,-5,157,0,101,0
-8,-4,-39,0,81,0,19,0
11,-1,-33,-7,5,0,0,0
-8,-4,-30,0,0,0,0,0
0,6,-37,-3,0,0,0,0
7,0,-27,-9,0,55,0,0
-6,5,-32,-3,0,168,0,0
8,9,-35,-4,0,262,0,0
8,7,-22,-3,0,329,0,0
-5,10,-25,-5,0,3,0,0
11,89,-19,-8,0,0,0,0
3,3,-14,-1,0,417,0,0
-1,0,-18,-2,0,469,0,0
9,0,3,-6,0,522,0,0
-5,-2,-3,-2,0,555,0,0
8,-4,3,-7,0,509,0,0
-29,-5,15,-6,0,435,0,66
9,-4,13,-2,0,369,0,113
-4,-5,29,-5,0,327,13,169
4,-3,36,-3,0,244,81,246
2,2,33,-5,0,138,124,320
-5,1,54,-2,41,7,186,362
9,7,41,-2,98,0,271,374
3,6,57,-3,135,0,337,379
0,9,45,-4,204,0,365,373
6,6,50,-5,276,0,375,365
0,4,39,-1,340,0,0,320
6,8,6,-4,362,0,0,238
-2,-3,34,-3,376,0,373,169
5,0,29,-5,374,0,364,87
0,-3,12,0,369,0,295,18
4,-7,30,-3,360,0,221,0
0,-5,12,7,318,0,150,0
-7,-4,19,-1,249,0,69,0
8,-10,14,-7,180,0,0,0
-6,0,20,-4,113,0,0,0
8,-3,15,4,34,0,0,0
4,-2,15,-4,0,0,0,0
-4,3,23,-4,0,0,0,0
6,1,14,0,0,79,0,0
-6,10,19,-6,0,194,0,0
-7,4,16,-1,0,271,0,0
9,7,7,-5,0,342,0,0
-8,12,15,-3,0,398,0,0
2,-2,4,2,0,434,0,0
2,3,14,-7,0,49,0,0
-6,2,11,3,0,0,0,0
5,-2,3,-2,0,552,0,0
3,-3,12,-5,0,561,0,39
-5,-4,5,2,0,493,0,101
0,-9,8,-11,0,428,19,152
2,-2,10,0,0,346,89,213
-4,-7,2,-6,0,309,133,286
1,5,6,-4,0,223,181,345
7,-1,-14,-5,0,77,267,370
-10,11,-17,-7,19,0,334,378
-3,11,-29,0,88,0,368,375
4,8,-39,-8,127,0,375,372
-5,11,0,0,181,0,0,354
10,8,43,-8,257,0,369,278
-10,8,-40,-3,324,0,365,205
4,11,-40,-4,360,0,314,134
0,0,-32,-8,369,0,231,63
1,-3,-35,-4,378,0,148,0
2,2,-35,0,373,0,69,0
-5,-5,-38,-8,367,0,0,0
10,-3,-30,0,327,0,0,0
-8,-3,-30,-1,253,0,0,0
8,-8,-37,-9,183,0,0,0
-4,5,-27,-1,120,0,0,0
3,0,-33,-5,43,0,0,0
1,2,-32,-5,0,0,0,0
-8,10,-22,-3,0,20,0,0
10,1,-27,-9,0,134,0,0
5,11,-15,-1,0,240,0,0
-2,9,-17,-2,0,320,0,0
10,8,-3,-8,0,380,0,0
-2,0,6,0,0,0,0,0
5,5,-4,-4,0,412,0,0
10,5,6,-8,0,450,0,0
-6,-1,16,0,0,506,0,0
1,-2,11,-5,0,553,0,18
5,-7,36,-3,0,523,46,87
-3,-2,33,-3,0,457,100,133
0,-8,49,-4,0,385,152,198
8,-4,46,-3,0,325,226,276
-4,-3,40,-4,0,261,304,340
-3,0,57,-1,0,150,0,367
9,0,77,-4,0,13,0,375
1,8,41,-1,21,0,367,375
4,3,52,-4,91,0,377,368
3,8,31,0,125,0,368,355
-5,6,37,-3,183,0,365,280
11,2,25,-2,262,0,322,208
-4,4,21,-3,324,0,248,0
7,-3,16,6,360,0,182,0
-3,-1,13,-3,373,0,104,52
-2,-1,13,-4,377,0,30,0
9,-7,11,-4,373,0,0,0
-7,-8,19,1,367,0,0,0
9,-8,14,-4,328,0,0,0
-8,-9,14,-5,262,0,0,0
2,-3,20,0,188,0,0,0
1,-6,13,-4,125,0,0,0
-2,-7,21,-2,39,0,0,0
4,4,13,-4,0,0,0,0
-3,4,15,-4,0,89,0,0
9,4,17,2,0,196,0,0
-7,8,0,-5,0,270,0,0
-5,2,13,0,0,348,0,0
8,10,2,0,0,0,0,0
-5,6,4,-6,0,0,0,0
2,-2,8,-1,0,437,0,0
8,4,0,2,0,490,0,103
-6,0,13,-5,0,548,45,112
-4,-8,8,-5,0,557,112,132
3,-2,1,-3,0,500,151,192
-5,-7,4,-4,0,432,208,266
0,-4,-21,-9,0,361,298,336
4,-3,-18,0,0,304,351,366
-5,-1,-33,-6,0,225,368,378
-8,2,-36,-2,0,82,0,377
6,5,0,-7,0,0,0,374
0,15,-44,-5,8,0,365,358
-1,4,-40,-5,75,0,356,298
10,8,-44,-6,123,0,288,221
-9,12,-33,-2,174,0,217,149
7,3,-40,-9,247,0,133,72
-6,10,-34,-2,310,0,61,0
7,1,-38,0,358,0,0,0
-2,-4,-35,-6,369,0,0,0
1,6,-32,-4,378,0,0,0
11,0,-36,-5,374,0,0,0
-11,-8,-26,-9,367,0,0,0
10,0,-35,-6,322,0,0,0
-11,-7,-28,-2,244,0,0,0
9,-9,-24,-9,173,0,0,0
-6,5,-30,-2,109,0,0,0
5,0,-10,-7,30,0,0,0
11,3,-19,-2,0,0,0,0
-8,11,1,0,0,86,0,0
12,2,4,-8,0,201,0,0
-8,10,0,-2,0,289,0,0
0,9,12,-3,0,358,0,0
11,7,17,-6,0,0,0,0
-4,-25,12,-1,0,0,0,0
8,5,40,-6,0,437,51,44
9,-2,37,-2,0,492,105,103
-6,4,39,-5,0,538,161,152
3,-6,51,-2,0,550,236,223
2,-5,40,-3,0,487,310,290
-7,-6,57,-4,0,414,353,348
0,-6,39,-3,0,349,368,372
10,-3,53,-5,0,307,0,376
-5,0,7,-1,0,183,0,376
-2,5,31,-5,0,40,369,368
8,0,38,-1,0,0,365,348
-2,7,21,-3,28,0,319,267
7,8,33,0,94,0,244,199
10,6,23,-2,135,0,168,126
-5,7,9,-5,199,0,96,52
11,0,12,-3,279,0,13,0
-5,4,10,27,333,0,0,0
8,-4,19,-4,363,0,0,0
-3,-2,16,1,375,0,0,0
7,-4,19,-5,376,0,0,0
8,-8,17,0,372,0,0,0
-6,-7,17,2,364,0,0,0
9,-7,19,-4,310,0,0,0
-8,-9,6,4,246,0,0,0
9,0,15,-1,173,0,0,0
0,-5,13,-5,109,0,0,0
-1,-3,4,1,21,0,0,0
4,6,12,-7,0,50,0,0
-2,0,5,-4,0,152,0,0
9,8,6,5,0,252,0,0
-7,7,5,-5,0,320,0,0
-5,3,0,-5,0,0,12,0
8,0,16,-15,0,0,89,28
-5,9,5,-2,0,418,135,92
3,-1,5,-2,0,466,183,136
8,1,-13,-6,0,520,271,192
-8,-2,-20,-2,0,562,338,274
6,-6,0,-9,0,540,0,342
4,-2,-29,3,0,459,367,366
-6,-9,-43,-10,0,401,374,378
0,-3,-40,3,0,327,368,376
3,-5,-50,-9,0,286,364,372
-5,4,-38,1,0,175,306,353
-8,4,-33,-1,0,36,223,288
8,9,-34,-9,0,0,138,211
0,16,-38,0,39,0,63,137
-1,5,-37,-10,101,0,0,70
3,9,-33,2,140,0,0,1
-6,12,-31,0,200,0,0,0
9,3,-37,-3,274,0,0,0
-8,10,-26,-8,331,0,0,0
6,-2,-32,0,363,0,0,0
-3,-8,-33,-7,373,0,0,0
2,5,-23,-2,378,0,0,0
1,-3,-27,0,373,0,0,0
-10,-6,-17,-10,361,0,0,0
9,0,-15,-5,304,0,0,0
-10,-8,0,-3,226,0,0,0
9,-5,-4,-6,159,0,0,0
-5,6,-4,0,92,0,0,0
6,0,3,-8,18,0,0,0
11,5,18,-2,0,48,0,0
-8,5,12,-1,0,161,0,0
12,9,34,-8,0,258,50,0
3,13,39,0,0,334,103,0
-4,1,33,-4,0,0,156,20
-5,0,54,-7,0,0,221,88
-5,7,39,-1,0,420,304,133
7,3,57,-5,0,469,354,200
9,-3,42,-2,0,519,368,279
-5,-1,52,-4,0,557,0,343
3,-9,88,-4,0,514,0,367
2,0,37,-2,0,448,372,376
0,-9,36,-1,0,381,367,375
-6,-1,28,-5,0,322,330,370
11,-4,14,0,0,261,249,355
-5,1,19,-4,0,105,186,290
-3,4,9,-3,0,0,109,211
9,2,18,-3,0,0,30,0
-2,6,15,7,46,0,0,0
8,6,20,-4,104,0,0,68
1,4,13,-1,140,0,0,0
-6,4,13,-4,206,0,0,0
11,1,22,-1,283,0,0,0
-4,-1,15,-6,338,0,0,0
9,-3,21,-3,363,0,0,0
-4,-6,13,3,376,0,0,0
-2,-6,14,-4,375,0,0,0
7,-6,18,-3,369,0,0,0
-5,-9,0,1,360,0,0,0
8,-6,13,-7,301,0,0,0
-8,-6,8,-2,237,0,0,0
3,-2,2,-4,164,0,0,0
0,-2,11,-5,103,0,0,0
1,2,1,3,21,25,0,0
1,7,11,-7,0,124,61,0
-6,3,8,-5,0,228,114,0
8,9,0,0,0,292,158,0
3,3,4,-9,0,3,217,57
-2,73,-18,0,0,0,304,110
8,10,-17,-10,0,408,354,161
-5,-5,-32,-2,0,462,372,232
3,1,-37,-6,0,522,0,306
7,0,6,-4,0,561,0,357
-7,-8,-43,-2,0,537,366,374
-1,0,-44,-8,0,474,354,379
2,-10,-38,1,0,396,278,374
0,1,-32,-8,0,338,199,372
7,2,-40,1,0,285,114,334
4,-2,-35,-8,0,192,38,261
-4,6,-37,-5,0,42,0,188
-8,1,-29,-3,0,0,0,114
7,12,-31,-10,0,0,0,33
-3,6,-37,0,45,0,0,0
0,8,-29,1,103,0,0,0
2,13,-35,-8,145,0,0,0
-3,-1,-26,-1,206,0,0,0
11,6,-26,-6,285,0,0,0
-11,2,-13,-9,343,0,0,0
8,-5,-13,0,365,0,0,0
-4,2,-18,-2,375,0,0,0
3,1,-14,-8,377,0,0,0
-2,-7,5,0,369,0,0,0
0,5,-3,-9,360,0,0,0
10,2,8,-2,295,0,0,0
-10,2,15,0,218,0,0,0
9,3,11,-10,150,0,18,0
-7,3,38,0,81,0,80,0
6,0,31,-3,6,54,123,0
12,13,37,-7,0,164,182,0
8,0,52,0,0,267,256,0
-9,8,42,-6,0,333,325,62
-9,0,58,-1,0,0,358,114
0,40,40,-4,0,0,370,171
12,13,5,-6,0,412,0,247
-10,0,3,-1,0,466,375,315
1,-5,33,-4,0,525,368,361
2,4,39,-2,0,559,356,375
-8,-10,23,-5,0,508,300,377
-1,0,24,-2,0,446,226,373
4,-3,15,-4,0,378,156,368
11,-7,8,-3,0,325,80,329
-6,-1,14,-2,0,273,1,254
12,-1,8,-4,0,114,0,182
3,10,17,-4,0,0,0,97
-2,5,16,-3,0,0,0,29
10,9,20,0,1,0,0,0
-4,7,17,0,65,0,0,0
7,5,14,-4,113,0,0,0
0,8,22,-2,156,0,0,0
-5,1,8,0,222,0,0,0
12,2,7,-4,297,0,0,0
-5,-2,12,-2,345,0,0,0
9,-5,2,-2,364,0,0,0
-3,-6,11,-2,377,0,0,0
7,-4,4,-3,373,0,0,0
7,-9,7,-5,368,0,0,0
-4,-7,15,-3,349,0,0,0
8,-8,-2,3,283,0,7,0
-7,0,2,-6,220,0,69,0
8,0,13,0,149,0,124,0
0,2,0,-1,87,19,172,0
1,4,3,-5,9,116,236,0
9,3,-24,3,0,219,318,0
-6,8,-1,-8,0,294,0,30
8,7,9,-3,0,0,358,101
4,367,-38,-6,0,0,374,140
-2,6,-35,-3,0,406,374,209
7,-3,-49,3,0,451,365,286
-5,1,-40,-10,0,506,348,352
-4,1,-38,-1,0,553,262,369
8,-8,-32,-8,0,548,185,379
-8,-4,-32,-2,0,485,99,375
0,-7,-41,-6,0,405,29,372
1,-9,-34,-6,0,349,0,339
0,3,-36,-4,0,283,0,262
0,-4,-32,-7,0,201,0,189
-8,6,-36,0,0,48,0,126
6,2,-28,-11,0,0,0,44
-6,6,-35,1,0,0,0,0
-7,9,-36,-16,0,0,0,0
7,6,-22,-5,0,0,0,0
-3,9,-29,-5,60,0,0,0
2,3,-11,2,112,0,0,0
0,1,-14,-10,153,0,0,0
-9,4,-10,0,223,0,0,0
10,-2,2,0,298,0,0,0
-11,-5,-4,-10,350,0,0,0
8,0,13,2,366,0,0,0
-5,-3,19,-7,375,0,0,0
5,-6,14,-5,374,0,27,0
-4,3,30,1,367,0,90,0
1,-3,35,-9,345,0,135,0
10,-6,43,-6,273,0,207,0
-10,7,49,-1,198,0,284,0
9,2,46,-10,127,6,343,0
-8,2,55,0,60,94,365,0
9,11,41,-5,0,205,0,56
9,6,374,-3,0,294,0,109
-6,13,52,-4,0,363,375,160
11,0,31,-7,0,405,368,235
0,7,36,0,0,435,350,302
3,0,21,-4,0,0,276,356
10,2,12,-2,0,483,207,372
-6,-5,20,-5,0,538,134,377
9,0,11,-2,0,552,60,373
7,-7,10,-3,0,486,0,367
-6,-2,13,-1,0,421,0,332
6,-4,20,-3,0,358,0,259
-1,-4,15,-5,0,303,0,0
0,0,20,187,0,222,0,0
-7,-1,14,-2,0,55,0,110
12,8,21,-3,0,0,0,32
-6,2,18,-3,0,0,0,0
-1,8,11,-3,0,0,0,0
8,8,17,0,19,0,0,0
-3,3,8,-4,94,0,0,0
10,7,6,-3,133,0,0,0
-3,0,12,0,193,0,0,0
7,1,0,-2,270,0,0,0
1,-3,11,-5,321,0,0,0
2,-7,12,-1,361,0,0,0
10,-8,-2,-5,370,0,51,0
-6,-4,20,0,375,0,115,0
10,-10,2,-5,368,0,163,0
-7,-6,6,-5,362,0,224,0
8,-2,-18,3,305,0,309,0
-5,-4,-17,-6,237,0,356,0
5,1,-31,-5,163,0,373,0
-1,3,-3,-4,99,48,0,18
-9,6,7,-4,21,147,374,86
9,5,-44,1,0,240,366,125
-7,7,-45,-9,0,310,348,189
1,5,-40,0,0,377,264,260
3,0,-42,-9,0,414,185,325
-7,6,-37,-4,0,0,101,363
8,0,-32,-4,0,0,24,376
-4,-2,-35,-9,0,528,0,377
-3,-2,-29,2,0,564,0,373
7,-7,-28,-9,0,519,0,365
-4,-4,-36,-1,0,451,0,302
0,-5,-26,-8,0,375,0,224
8,-6,-32,-4,0,324,0,152
0,2,-31,-6,0,254,0,80
-8,-3,-23,-7,0,135,0,0
6,8,-29,9,0,1,0,0
3,3,-14,2,0,0,0,0
-8,10,-19,-9,0,0,0,0
3,7,-18,0,0,0,0,0
-4,7,7,-2,53,0,0,0
3,10,-2,-8,112,0,0,0
9,1,5,-2,154,0,0,0
-10,3,18,-4,224,0,0,0
12,0,10,-7,301,0,29,0
-11,-2,36,2,350,0,93,0
8,-2,33,-8,367,0,136,0
-8,-2,48,-7,375,0,210,0
7,-4,44,-1,374,0,282,0
-4,-7,38,-9,368,0,342,0
-10,2,57,-2,342,0,365,0
10,-4,40,-3,266,0,0,0
-10,2,55,-4,192,0,0,0
9,8,52,0,122,0,372,25
-8,0,33,-7,49,64,367,92
9,13,37,0,0,169,341,134
7,7,26,-4,0,271,270,202
-6,7,25,-1,0,331,201,281
11,14,17,0,0,393,128,373
-1,1,15,0,0,418,50,376
4,3,19,-2,0,0,0,377
10,26,11,-2,0,0,0,378
-6,-3,19,-2,0,534,0,373
10,-2,17,-3,0,556,0,366
6,-5,17,-3,0,497,0,316
-6,-8,18,-1,0,424,0,232
9,0,17,-4,0,362,0,161
-2,-8,16,-3,0,317,0,73
5,3,8,-3,0,231,0,0
11,-2,13,0,0,76,0,0
2,9,15,-3,0,0,0,0
-6,7,5,-1,0,0,0,0
0,7,11,0,0,0,0,0
6,8,5,-3,43,0,0,0
0,5,3,-3,105,0,0,0
9,-1,13,-3,148,0,0,0
-4,5,2,-2,210,0,13,0
8,-1,3,-1,289,0,87,0
-1,-3,14,-5,338,0,133,0
5,0,-1,-3,366,0,193,0
2,-9,2,2,374,0,267,0
-5,-8,-23,-5,374,0,343,0
9,-6,-20,1,368,0,366,0
-7,-9,-39,-2,358,0,0,0
8,-2,0,-7,298,0,0,0
-7,-3,-36,0,233,0,368,0
6,-3,-44,-7,160,0,364,52
8,4,-37,-1,88,0,320,112
-8,3,-44,-8,9,86,230,159
11,8,-29,-7,0,186,162,234
-9,6,-33,3,0,268,77,306
1,5,-42,-8,0,33,1,358
3,4,-34,1,0,0,0,373
-7,10,-39,-10,0,396,0,380
9,1,-32,0,0,432,0,374
-4,0,-34,-8,0,490,0,368
-4,0,-30,-4,0,544,0,324
6,-6,-34,-6,0,562,0,245
0,-6,-36,-8,0,501,0,172
0,-6,-22,-1,0,441,0,100
-4,-5,-29,-9,0,363,0,0
1,-5,-10,0,0,316,0,0
8,0,-13,0,0,237,0,0
-10,1,-11,-8,0,113,0,0
8,5,4,-2,0,0,0,0
4,7,-3,1,0,0,0,0
-8,11,11,-9,0,0,0,0
6,10,19,-8,7,0,0,0
-6,9,15,-2,66,0,39,0
-9,9,29,-9,116,0,98,0
10,8,37,0,163,0,145,0
-11,3,41,1,236,0,220,0
13,0,50,-10,309,0,291,0
-11,1,45,0,354,0,348,0
9,-4,56,-5,368,0,366,0
-8,-3,39,-5,375,0,0,0
8,0,0,0,372,0,0,0
-6,-7,51,-8,365,0,374,0
-10,0,41,-8,330,0,369,0
10,2,33,-1,254,0,345,48
-9,0,30,-7,185,0,273,224
9,5,10,-1,114,0,204,246
-9,6,21,-1,43,67,132,269
10,9,11,-3,0,168,53,305
8,9,11,0,0,262,0,353
-5,9,19,-8,0,333,0,370
8,11,19,-3,0,388,0,375
-3,3,17,-6,0,422,0,373
4,2,18,-3,0,0,0,368
10,0,15,-5,0,469,0,338
-6,4,17,0,0,517,0,271
10,-5,19,-2,0,553,0,0
6,-4,11,194,0,516,0,0
-4,-5,13,-3,0,440,0,123
9,-6,12,-2,0,375,0,39
0,-5,4,0,0,330,0,0
-3,-2,11,-2,0,236,0,0
6,4,2,-2,0,97,0,0
10,3,2,-5,0,0,0,0
-5,11,14,-3,0,0,0,0
1,4,-2,0,0,0,52,0
4,9,19,-3,50,0,114,0
1,10,2,-2,109,0,162,0
11,1,0,1,157,0,228,0
-5,9,-4,-6,230,0,303,0
9,-3,-28,-4,303,0,355,0
-2,-5,-21,-1,348,0,368,0
6,-2,-4,-5,366,0,0,0
1,-10,2,-1,375,0,375,0
-7,-7,-35,-7,372,0,366,0
10,-5,-50,-2,367,0,357,0
-7,-11,-39,4,349,0,284,26
9,0,-43,-7,278,0,192,100
-8,-4,-33,1,216,0,116,138
7,-3,-50,-9,139,0,33,212
-4,3,-31,2,70,30,0,282
-8,2,-41,-9,0,133,0,350
9,10,-32,-3,0,237,0,368
-2,6,-32,-8,0,316,0,378
3,6,-35,-8,0,375,0,375
2,-3,-28,4,0,481,0,372
-8,0,-32,-10,0,0,0,346
8,3,-33,1,0,0,0,270
3,0,-22,-8,0,510,0,189
-4,-4,-29,0,0,556,0,123
7,-5,-16,-8,0,544,0,46
-4,-3,-14,0,0,463,0,0
-11,-10,-4,0,0,391,0,0
-11,-2,6,-5,0,327,0,0
25,-6,-4,-5,0,268,0,0
-1,4,4,-11,0,147,0,0
-1,3,19,2,0,20,0,0
4,10,14,-3,0,0,58,0
-6,7,34,-10,0,0,111,0
7,9,35,2,13,0,168,0
-8,10,48,-6,81,0,250,0
-9,8,48,-2,125,0,315,0
10,8,49,2,176,0,356,0
-10,1,53,-12,254,0,373,0
11,0,0,3,321,0,0,0
-11,4,43,-2,357,0,374,0
11,0,49,-7,372,0,369,0
-8,-6,31,0,375,0,365,0
7,0,33,-8,369,0,321,0
-7,-2,25,-12,361,0,249,0
-9,-6,19,1,317,0,181,46
10,2,17,-8,241,0,105,103
-9,0,16,1,171,0,28,149
8,0,14,-2,99,0,0,222
-8,10,11,-6,31,54,0,298
-2,3,20,0,0,164,0,353
7,12,17,-7,0,260,0,369
-5,7,19,1,0,3,0,378
7,39,16,-7,0,0,0,374
-3,9,18,0,0,387,0,370
-5,11,19,-1,0,418,0,356
11,0,9,-4,0,463,0,285
-7,5,13,-1,0,510,0,202
1,-8,13,-4,0,552,0,130
5,0,4,-1,0,523,0,44
-6,3,15,-3,0,454,0,0
9,-12,6,-1,0,387,0,0
0,3,6,-2,0,336,0,0
7,-5,13,0,0,290,0,0
-6,1,-1,-2,0,165,39,0
7,2,16,0,0,31,108,0
-1,7,7,-1,0,0,150,0
-6,11,3,-4,0,0,214,0
13,3,5,-5,33,0,288,0
-8,11,-20,0,94,0,354,0
0,9,-18,-4,135,0,367,0
7,3,-36,-4,190,0,376,0
-2,7,-39,1,273,0,368,0
9,-4,-47,-5,330,0,0,0
-5,-6,35,-4,363,0,0,0
10,-3,-40,-4,373,0,308,0
-6,-8,-39,-5,374,0,218,0
10,-8,-29,2,366,0,140,9
-8,-4,-42,-8,354,0,54,86
0,-10,-28,-1,290,0,0,128
5,0,-38,-8,225,0,0,198
-2,-3,-40,-1,150,0,0,274
7,-3,-30,-9,79,0,0,336
-7,5,-39,-7,8,54,0,366
6,6,-29,2,0,309,0,377
-3,0,-32,-8,0,334,0,376
-7,0,-32,1,0,35,0,373
11,3,-23,-10,0,0,0,353
-8,8,-30,-1,0,382,0,279
0,10,-11,-7,0,425,0,202
5,0,-11,-5,0,474,0,129
-11,-8,-14,-6,0,537,0,53
-11,-10,5,0,0,554,0,0
-8,-6,-2,0,0,506,0,0
-8,-9,8,-6,0,430,0,0
3,-11,20,-2,0,360,0,0
1,1,14,-8,0,308,57,0
-2,-7,25,0,0,228,106,0
-4,5,37,0,0,91,162,0
8,3,37,-9,0,0,238,0
-10,11,51,-3,0,0,306,0
9,9,42,-4,8,0,354,0
5,8,56,-10,73,0,369,0
-7,9,40,2,117,0,376,0
8,5,51,-10,165,0,373,0
-6,5,3,-8,237,0,0,0
5,2,3,0,310,0,366,0
-4,0,35,-8,352,0,318,0
1,0,24,-2,368,0,243,0
3,3,25,-5,376,0,173,0
-4,-8,13,-11,374,0,86,0
9,-5,8,3,369,0,19,38
-8,0,12,-8,340,0,0,99
7,-7,12,-6,266,0,0,145
-6,3,16,-1,205,0,0,210
4,4,16,-6,133,0,0,286
0,0,17,1,63,0,0,343
-9,12,18,-8,0,78,0,366
12,6,18,2,0,192,0,378
-7,8,19,-2,0,274,0,374
-3,13,11,-3,0,0,0,370
8,0,15,-2,0,0,0,352
-5,2,4,-5,0,396,0,280
8,9,5,-1,0,426,0,198
10,-4,10,-5,0,478,0,126
-6,8,3,-1,0,528,0,4
10,-1,8,5,0,549,0,0
3,-8,3,-5,0,506,16,0
0,0,0,-1,0,442,88,0
1,-12,19,-2,0,369,130,0
0,2,2,-2,0,322,190,0
-7,-7,5,-2,0,257,260,0
9,5,-17,-2,0,116,336,0
8,0,-20,-3,0,0,364,0
-5,-1,-31,-4,0,0,377,0
4,9,-42,-3,24,0,370,0
0,3,-44,-3,86,0,0,0
3,6,-30,-3,129,0,0,0
5,5,-50,0,181,0,320,0
-7,-1,-39,-5,255,0,230,0
12,1,-31,0,324,0,153,0
-6,-4,-36,-1,357,0,68,0
9,-6,-35,-6,370,0,0,0
-1,-3,-34,-2,379,0,0,14
3,-7,-42,-7,369,0,0,89
10,-9,-24,-3,362,0,0,132
-9,-6,-37,-6,316,0,0,196
12,-8,-36,-4,237,0,0,273
-9,0,-30,-5,171,0,0,334
9,0,-36,-6,96,0,0,366
-8,-1,-21,0,29,24,0,375
9,5,-27,-8,0,133,0,378
11,3,-20,-2,0,234,0,372
-9,9,-14,-7,0,298,0,363
4,4,-17,-6,0,374,0,300
0,8,6,-4,0,406,0,222
1,-4,4,-8,0,0,0,149
9,9,1,-1,0,0,0,78
-6,1,15,-8,0,516,0,0
-3,0,15,-2,0,560,56,0
5,-10,32,-7,0,536,108,0
-8,-4,37,0,0,462,165,0
5,-8,43,-10,0,392,246,0
5,0,49,1,0,337,315,0
-4,2,46,-5,0,291,356,0
-10,-4,56,-7,0,175,3,0
8,5,69,0,0,44,0,0
-1,3,45,-8,0,0,375,0
-4,10,48,1,0,0,369,0
5,8,40,1,61,0,367,0
-9,7,35,-10,114,0,321,0
8,10,29,-3,162,0,249,0
-7,2,13,-5,231,0,177,0
7,6,20,-5,307,0,114,0
-4,0,12,1,346,0,31,0
-10,-2,18,-8,368,0,0,0
9,0,16,-8,375,0,0,3
-10,-2,10,0,374,0,0,64
10,-6,15,-9,369,0,0,113
-9,-3,16,0,337,0,0,170
8,0,16,-3,260,0,0,246
-6,-8,20,-3,194,0,0,318
4,3,17,-2,121,0,0,365
0,4,15,-5,56,0,0,375
-10,1,12,1,0,15,0,377
12,11,12,-6,0,128,0,374
-7,6,4,-1,0,242,0,369
-1,9,8,-5,0,309,0,319
7,12,8,0,0,388,0,256
-7,4,4,-1,0,406,0,174
8,0,11,-4,0,0,0,102
9,5,1,-3,0,449,52,0
-5,-7,3,4,0,508,114,0
9,7,15,-2,0,546,158,0
2,-7,2,-2,0,538,229,0
1,-2,2,-3,0,477,296,0
10,-6,-18,-1,0,409,358,0
-5,-13,-21,-3,0,346,36,0
-1,0,8,-3,0,300,0,0
0,-7,-34,0,0,168,376,0
5,8,-38,-2,0,32,366,0
-4,-2,-51,0,0,0,354,0
5,11,-39,-2,26,0,284,0
0,6,-40,-5,80,0,197,0
-5,2,-29,0,124,0,118,0
11,10,-39,-4,181,0,32,0
-7,1,-30,-3,255,0,0,0
11,1,-37,-5,327,0,0,0
